,Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood,Estimated-In-vs-Out,Category_Likelihood_Average,Category_Likelihood_Stdev,Category_Sample_Count
0,1560,81.png,plates,plates,0.999800980091095,-6.0931396484375,In,-6.0931396484375,NA,In,-24.89483642578125,4.485196113586426,499.0
0,1561,56.png,ray,ray,0.9999871253967285,3.8903961181640625,In,3.8903961181640625,NA,In,-21.74357032775879,5.767826557159424,500.0
0,1562,2.png,tank,tank,1.0,-45.69892883300781,In,-45.69892883300781,NA,Out,-33.077022552490234,4.047921657562256,500.0
0,1563,19.png,skyscraper,skyscraper,1.0,-27.618362426757812,In,-27.618362426757812,NA,Out,-26.345703125,4.597774982452393,499.0
0,1564,24.png,castle,cups,0.7570590376853943,-21.553741455078125,Out,NA,-21.553741455078125,In,-25.841064453125,3.5775413513183594,497.0
0,1565,43.png,beaver,seal,0.8979276418685913,-26.614059448242188,Out,NA,-26.614059448242188,Out,-24.999483108520508,4.5774078369140625,499.0
0,1566,59.png,oranges,oranges,0.999991774559021,-42.49861145019531,In,-42.49861145019531,NA,Out,-28.74054718017578,4.360369682312012,500.0
0,1567,10.png,computer keyboard,computer keyboard,1.0,-16.656768798828125,In,-16.656768798828125,NA,In,-17.066871643066406,5.283982276916504,500.0
0,1568,99.png,cattle,lion,0.6580689549446106,-10.498153686523438,Out,NA,-10.498153686523438,In,-11.824612617492676,6.109537124633789,500.0
0,1569,75.png,bear,seal,0.9316699504852295,-20.110610961914062,Out,NA,-20.110610961914062,In,-24.999483108520508,4.5774078369140625,499.0
0,1570,53.png,dinosaur,shark,0.7923115491867065,-53.861114501953125,In,-53.861114501953125,NA,Out,-13.17357063293457,5.9391303062438965,500.0
0,1571,7.png,poppies,poppies,0.9977686405181885,-42.67503356933594,In,-42.67503356933594,NA,Out,-30.613161087036133,4.7284979820251465,499.0
0,1572,79.png,crab,raccoon,0.4681810736656189,-25.4407958984375,In,-25.4407958984375,NA,Out,-18.972118377685547,4.7632527351379395,500.0
0,1573,88.png,lizard,lizard,0.5424268841743469,-36.86299133300781,In,-36.86299133300781,NA,Out,-22.670621871948242,4.857696533203125,499.0
0,1574,47.png,television,television,1.0,-26.13629150390625,In,-26.13629150390625,NA,In,-29.29294204711914,4.819297790527344,499.0
0,1575,56.png,sweet peppers,tulips,0.9950633645057678,-28.271835327148438,In,-28.271835327148438,NA,In,-33.08617401123047,5.19976282119751,498.0
0,1576,9.png,tank,table,0.549629807472229,-45.348846435546875,In,-45.348846435546875,NA,Out,-26.941204071044922,4.800146579742432,499.0
0,1577,69.png,plain,plain,0.8632022142410278,-40.6541748046875,In,-40.6541748046875,NA,Out,-22.751506805419922,4.115305423736572,499.0
0,1578,20.png,wolf,wolf,1.0,0.856475830078125,In,0.856475830078125,NA,In,-10.73868465423584,5.345759391784668,499.0
0,1579,6.png,sweet peppers,sweet peppers,0.9973468780517578,-40.46783447265625,In,-40.46783447265625,NA,Out,-31.881549835205078,5.0294294357299805,500.0
0,1580,58.png,couch,couch,0.9994503855705261,-33.88182067871094,In,-33.88182067871094,NA,Out,-21.079483032226562,5.581104278564453,500.0
0,1581,73.png,cups,cups,1.0,-35.537200927734375,In,-35.537200927734375,NA,Out,-25.841064453125,3.5775413513183594,497.0
0,1582,49.png,bed,table,0.6468564867973328,-10.492935180664062,Out,NA,-10.492935180664062,In,-26.941204071044922,4.800146579742432,499.0
0,1583,89.png,crocodile,crocodile,0.9999995231628418,-17.898345947265625,In,-17.898345947265625,NA,Out,-9.916327476501465,4.975369930267334,500.0
0,1584,61.png,otter,lizard,0.9538458585739136,-26.10235595703125,In,-26.10235595703125,NA,Out,-22.670621871948242,4.857696533203125,499.0
0,1585,91.png,crocodile,crocodile,1.0,6.2220001220703125,In,6.2220001220703125,NA,In,-9.916327476501465,4.975369930267334,500.0
0,1586,79.png,dolphin,dolphin,0.9993202686309814,-38.98197937011719,In,-38.98197937011719,NA,Out,3.4630191326141357,9.63190746307373,500.0
0,1587,34.png,snake,snake,0.99996018409729,-3.0288543701171875,In,-3.0288543701171875,NA,In,-24.62911605834961,5.308631896972656,499.0
0,1588,40.png,raccoon,shrew,0.8050681352615356,-3.8263702392578125,In,-3.8263702392578125,NA,In,-23.959043502807617,4.811082363128662,500.0
0,1589,82.png,baby,fox,0.6315175294876099,-14.084365844726562,Out,NA,-14.084365844726562,In,-36.36833953857422,5.076505661010742,499.0
0,1590,97.png,fox,fox,0.9999979734420776,-61.8516845703125,In,-61.8516845703125,NA,Out,-36.36833953857422,5.076505661010742,499.0
0,1591,59.png,pine,pine,0.9999737739562988,-27.022064208984375,In,-27.022064208984375,NA,In,-27.232725143432617,4.399219036102295,500.0
0,1592,76.png,clock,clock,0.999997615814209,21.770065307617188,In,21.770065307617188,NA,In,11.511752128601074,8.663902282714844,500.0
0,1593,67.png,mouse,house,0.5423411726951599,-25.548660278320312,In,-25.548660278320312,NA,Out,-19.910140991210938,4.837407112121582,499.0
0,1594,47.png,plain,plain,0.9992018342018127,-10.268753051757812,In,-10.268753051757812,NA,In,-22.751506805419922,4.115305423736572,499.0
0,1595,68.png,streetcar,streetcar,0.9999861717224121,-62.27032470703125,In,-62.27032470703125,NA,Out,-27.51404571533203,4.346744537353516,499.0
0,1596,27.png,telephone,telephone,1.0,-38.44921875,In,-38.44921875,NA,Out,-22.083080291748047,4.413056373596191,500.0
0,1597,47.png,dolphin,dolphin,0.9996848106384277,-1.8865509033203125,In,-1.8865509033203125,NA,Out,3.4630191326141357,9.63190746307373,500.0
0,1598,67.png,table,table,0.9940726161003113,-20.594146728515625,In,-20.594146728515625,NA,In,-26.941204071044922,4.800146579742432,499.0
0,1599,1.png,snail,snail,0.9999998807907104,-38.27069091796875,In,-38.27069091796875,NA,Out,-27.219690322875977,4.228353977203369,500.0
0,1600,29.png,tiger,tiger,1.0,-12.585845947265625,In,-12.585845947265625,NA,In,-21.21476936340332,5.275651454925537,499.0
0,1601,52.png,plates,plates,0.9999316930770874,-16.66253662109375,In,-16.66253662109375,NA,In,-24.89483642578125,4.485196113586426,499.0
0,1602,20.png,television,television,0.9995481371879578,-11.0130615234375,In,-11.0130615234375,NA,In,-29.29294204711914,4.819297790527344,499.0
0,1603,74.png,house,raccoon,0.9876794219017029,-16.883499145507812,In,-16.883499145507812,NA,In,-18.972118377685547,4.7632527351379395,500.0
0,1604,0.png,forest,forest,0.9999963045120239,11.300262451171875,In,11.300262451171875,NA,In,2.856919288635254,8.377469062805176,499.0
0,1605,56.png,maple,maple,0.46390554308891296,-25.3345947265625,In,-25.3345947265625,NA,In,-26.0412540435791,4.388068199157715,499.0
0,1606,54.png,butterfly,poppies,0.9885653853416443,-7.1450042724609375,Out,NA,-7.1450042724609375,In,-30.613161087036133,4.7284979820251465,499.0
0,1607,82.png,leopard,leopard,1.0,-13.568893432617188,In,-13.568893432617188,NA,In,-19.73221206665039,4.726110458374023,500.0
0,1608,89.png,sea,ray,0.4235294759273529,-13.825714111328125,In,-13.825714111328125,NA,In,-21.74357032775879,5.767826557159424,500.0
0,1609,73.png,maple,maple,0.9965304732322693,-30.94915771484375,In,-30.94915771484375,NA,Out,-26.0412540435791,4.388068199157715,499.0
0,1610,44.png,beetle,cockroach,1.0,-3.001861572265625,Out,NA,-3.001861572265625,Out,4.0243048667907715,8.63873291015625,499.0
0,1611,71.png,chair,chair,0.99997878074646,-22.152099609375,In,-22.152099609375,NA,Out,31.810848236083984,8.783584594726562,499.0
0,1612,88.png,spider,couch,0.9643644690513611,-34.87591552734375,In,-34.87591552734375,NA,Out,-21.079483032226562,5.581104278564453,500.0
0,1613,62.png,raccoon,raccoon,0.9999325275421143,-15.075454711914062,In,-15.075454711914062,NA,In,-18.972118377685547,4.7632527351379395,500.0
0,1614,69.png,possum,raccoon,0.9389395713806152,-47.244232177734375,In,-47.244232177734375,NA,Out,-18.972118377685547,4.7632527351379395,500.0
0,1615,95.png,tank,tank,0.9999685287475586,-17.223648071289062,In,-17.223648071289062,NA,In,-33.077022552490234,4.047921657562256,500.0
0,1616,62.png,rocket,rocket,0.9983968138694763,-49.845611572265625,In,-49.845611572265625,NA,Out,-9.295358657836914,6.528632164001465,498.0
0,1617,94.png,mountain,mountain,0.9986531734466553,-36.75727844238281,In,-36.75727844238281,NA,Out,-15.634451866149902,4.625983238220215,500.0
0,1618,83.png,man,lobster,0.9911254048347473,-49.57899475097656,In,-49.57899475097656,NA,Out,-32.254920959472656,5.499017238616943,499.0
0,1619,64.png,skyscraper,skyscraper,0.9165675044059753,-31.723114013671875,In,-31.723114013671875,NA,Out,-26.345703125,4.597774982452393,499.0
0,1620,21.png,snail,snail,1.0,-1.11590576171875,In,-1.11590576171875,NA,In,-27.219690322875977,4.228353977203369,500.0
0,1621,34.png,crocodile,crocodile,0.9999998807907104,-6.15771484375,In,-6.15771484375,NA,In,-9.916327476501465,4.975369930267334,500.0
0,1622,11.png,road,skyscraper,0.9715219140052795,-8.146087646484375,In,-8.146087646484375,NA,In,-26.345703125,4.597774982452393,499.0
0,1623,56.png,bed,table,0.5230430960655212,-20.738128662109375,Out,NA,-20.738128662109375,In,-26.941204071044922,4.800146579742432,499.0
0,1624,85.png,lobster,lobster,0.9999649524688721,-10.041015625,In,-10.041015625,NA,In,-32.254920959472656,5.499017238616943,499.0
0,1625,42.png,otter,otter,0.9979169964790344,-18.100631713867188,In,-18.100631713867188,NA,In,-26.42733383178711,5.204813480377197,500.0
0,1626,75.png,couch,couch,0.9999998807907104,18.225990295410156,In,18.225990295410156,NA,In,-21.079483032226562,5.581104278564453,500.0
0,1627,70.png,leopard,leopard,0.9991883635520935,-34.163970947265625,In,-34.163970947265625,NA,Out,-19.73221206665039,4.726110458374023,500.0
0,1628,59.png,palm,palm,0.9847429990768433,-13.071640014648438,In,-13.071640014648438,NA,In,-28.884105682373047,4.149149417877197,500.0
0,1629,48.png,plain,plain,0.7500782608985901,-9.943344116210938,In,-9.943344116210938,NA,In,-22.751506805419922,4.115305423736572,499.0
0,1630,2.png,apples,sweet peppers,0.9999984502792358,-5.9043731689453125,Out,NA,-5.9043731689453125,In,-31.881549835205078,5.0294294357299805,500.0
0,1631,24.png,wardrobe,wardrobe,0.9116193056106567,-35.88191223144531,In,-35.88191223144531,NA,Out,-28.39855194091797,4.157048225402832,500.0
0,1632,77.png,pine,pine,0.7843319177627563,-13.015640258789062,In,-13.015640258789062,NA,In,-27.232725143432617,4.399219036102295,500.0
0,1633,29.png,sunflowers,sunflowers,0.9996023774147034,-36.28485107421875,In,-36.28485107421875,NA,Out,-29.804105758666992,5.164310932159424,499.0
0,1634,57.png,train,train,0.999875545501709,-47.27392578125,In,-47.27392578125,NA,Out,-26.38922691345215,4.840188026428223,499.0
0,1635,40.png,chimpanzee,chimpanzee,0.9417588710784912,-48.10443115234375,In,-48.10443115234375,NA,Out,9.814994812011719,8.861466407775879,500.0
0,1636,45.png,shark,shark,0.9994776844978333,-42.10466003417969,In,-42.10466003417969,NA,Out,-13.17357063293457,5.9391303062438965,500.0
0,1637,47.png,forest,forest,0.999998927116394,50.218353271484375,In,50.218353271484375,NA,In,2.856919288635254,8.377469062805176,499.0
0,1638,52.png,clock,clock,0.9998217225074768,-19.549972534179688,In,-19.549972534179688,NA,Out,11.511752128601074,8.663902282714844,500.0
0,1639,42.png,shark,shark,0.9996422529220581,-43.00225830078125,In,-43.00225830078125,NA,Out,-13.17357063293457,5.9391303062438965,500.0
0,1640,69.png,clock,clock,1.0,45.61632537841797,In,45.61632537841797,NA,In,11.511752128601074,8.663902282714844,500.0
0,1641,96.png,computer keyboard,computer keyboard,0.9801880121231079,-25.001266479492188,In,-25.001266479492188,NA,Out,-17.066871643066406,5.283982276916504,500.0
0,1642,62.png,squirrel,raccoon,0.7014137506484985,-25.698760986328125,In,-25.698760986328125,NA,Out,-18.972118377685547,4.7632527351379395,500.0
0,1643,81.png,porcupine,porcupine,0.9999992847442627,-15.588302612304688,In,-15.588302612304688,NA,In,-20.02762222290039,3.9228436946868896,500.0
0,1644,40.png,television,television,0.9999988079071045,-34.677978515625,In,-34.677978515625,NA,Out,-29.29294204711914,4.819297790527344,499.0
0,1645,62.png,porcupine,girl,0.9164441227912903,-17.89630126953125,In,-17.89630126953125,NA,In,-16.776147842407227,5.298877239227295,500.0
0,1646,18.png,lizard,lizard,0.6871840953826904,-39.55195617675781,In,-39.55195617675781,NA,Out,-22.670621871948242,4.857696533203125,499.0
0,1647,90.png,cloud,whale,0.9096150398254395,-6.136260986328125,In,-6.136260986328125,NA,In,-13.156708717346191,5.655272960662842,500.0
0,1648,84.png,bed,wardrobe,0.9999589920043945,-23.042221069335938,Out,NA,-23.042221069335938,In,-28.39855194091797,4.157048225402832,500.0
0,1649,55.png,worm,worm,0.9790690541267395,-81.49327087402344,In,-81.49327087402344,NA,Out,-21.487211227416992,6.051513671875,499.0
0,1650,52.png,pine,maple,0.6788541078567505,-10.085052490234375,In,-10.085052490234375,NA,In,-26.0412540435791,4.388068199157715,499.0
0,1651,19.png,roses,roses,1.0,-43.212005615234375,In,-43.212005615234375,NA,Out,-32.52500534057617,4.714954853057861,500.0
0,1652,53.png,telephone,telephone,0.8458449244499207,-17.424896240234375,In,-17.424896240234375,NA,In,-22.083080291748047,4.413056373596191,500.0
0,1653,65.png,lamp,lamp,0.9999910593032837,-12.592208862304688,In,-12.592208862304688,NA,In,-17.842281341552734,6.248699188232422,500.0
0,1654,52.png,sweet peppers,ray,0.9759452939033508,-24.028106689453125,In,-24.028106689453125,NA,Out,-21.74357032775879,5.767826557159424,500.0
0,1655,67.png,spider,spider,0.9968739748001099,-27.79473876953125,In,-27.79473876953125,NA,Out,-23.826330184936523,5.917525768280029,500.0
0,1656,37.png,telephone,telephone,0.9999988079071045,-40.39271545410156,In,-40.39271545410156,NA,Out,-22.083080291748047,4.413056373596191,500.0
0,1657,59.png,worm,worm,0.9999996423721313,-9.888717651367188,In,-9.888717651367188,NA,In,-21.487211227416992,6.051513671875,499.0
0,1658,81.png,pickup truck,pickup truck,0.9921528697013855,-17.863113403320312,In,-17.863113403320312,NA,In,-20.819408416748047,4.42878532409668,499.0
0,1659,78.png,cloud,cloud,0.8829008936882019,-24.418258666992188,In,-24.418258666992188,NA,Out,2.7438650131225586,8.449994087219238,500.0
0,1660,16.png,lizard,lizard,0.9920926690101624,-24.384262084960938,In,-24.384262084960938,NA,Out,-22.670621871948242,4.857696533203125,499.0
0,1661,8.png,otter,otter,0.9994968175888062,-34.97303771972656,In,-34.97303771972656,NA,Out,-26.42733383178711,5.204813480377197,500.0
0,1662,87.png,oak,oak,0.9476408958435059,-6.678619384765625,In,-6.678619384765625,NA,In,-21.606582641601562,3.2677195072174072,500.0
0,1663,89.png,lion,raccoon,0.9610977172851562,-39.50042724609375,In,-39.50042724609375,NA,Out,-18.972118377685547,4.7632527351379395,500.0
0,1664,50.png,flatfish,willow,0.49337896704673767,-22.743804931640625,In,-22.743804931640625,NA,In,-30.449003219604492,3.966383218765259,500.0
0,1665,40.png,otter,shrew,0.468403160572052,-15.73748779296875,In,-15.73748779296875,NA,In,-23.959043502807617,4.811082363128662,500.0
0,1666,95.png,train,train,0.999998927116394,-35.194793701171875,In,-35.194793701171875,NA,Out,-26.38922691345215,4.840188026428223,499.0
0,1667,61.png,pickup truck,pickup truck,1.0,-11.364456176757812,In,-11.364456176757812,NA,In,-20.819408416748047,4.42878532409668,499.0
0,1668,69.png,raccoon,raccoon,0.9999991655349731,-5.7411041259765625,In,-5.7411041259765625,NA,In,-18.972118377685547,4.7632527351379395,500.0
0,1669,50.png,pickup truck,pickup truck,1.0,-15.25347900390625,In,-15.25347900390625,NA,In,-20.819408416748047,4.42878532409668,499.0
0,1670,68.png,elephant,elephant,1.0,-32.28150939941406,In,-32.28150939941406,NA,Out,-29.06341552734375,4.017735004425049,500.0
0,1671,34.png,oranges,oranges,1.0,-26.230880737304688,In,-26.230880737304688,NA,In,-28.74054718017578,4.360369682312012,500.0
0,1672,20.png,palm,willow,0.8625632524490356,-12.192413330078125,In,-12.192413330078125,NA,In,-30.449003219604492,3.966383218765259,500.0
0,1673,65.png,wardrobe,wardrobe,1.0,-22.415908813476562,In,-22.415908813476562,NA,In,-28.39855194091797,4.157048225402832,500.0
0,1674,59.png,road,road,0.9999924898147583,-10.70843505859375,In,-10.70843505859375,NA,In,-19.90183448791504,4.095028877258301,500.0
0,1675,74.png,oranges,oranges,1.0,-36.95823669433594,In,-36.95823669433594,NA,Out,-28.74054718017578,4.360369682312012,500.0
0,1676,29.png,roses,poppies,0.9827809929847717,-29.42535400390625,In,-29.42535400390625,NA,In,-30.613161087036133,4.7284979820251465,499.0
0,1677,43.png,turtle,turtle,0.9996638298034668,-1.85052490234375,In,-1.85052490234375,NA,In,-21.30015754699707,5.394705295562744,499.0
0,1678,97.png,sea,sea,0.9998843669891357,-19.312545776367188,In,-19.312545776367188,NA,In,-24.380407333374023,4.902921676635742,500.0
0,1679,30.png,kangaroo,kangaroo,1.0,13.333854675292969,In,13.333854675292969,NA,In,-18.427873611450195,6.4087443351745605,500.0
0,1680,85.png,oak,willow,0.5601841807365417,-27.635757446289062,In,-27.635757446289062,NA,In,-30.449003219604492,3.966383218765259,500.0
0,1681,4.png,rocket,dinosaur,0.28524914383888245,-39.800872802734375,In,-39.800872802734375,NA,Out,-11.278708457946777,6.072087287902832,500.0
0,1682,69.png,trout,trout,0.9999994039535522,-38.42576599121094,In,-38.42576599121094,NA,Out,-23.150833129882812,4.41969633102417,500.0
0,1683,75.png,mountain,mountain,0.9999507665634155,-25.622817993164062,In,-25.622817993164062,NA,Out,-15.634451866149902,4.625983238220215,500.0
0,1684,29.png,leopard,leopard,0.9998408555984497,-5.575653076171875,In,-5.575653076171875,NA,In,-19.73221206665039,4.726110458374023,500.0
0,1685,38.png,flatfish,train,0.9306963086128235,-31.476318359375,In,-31.476318359375,NA,Out,-26.38922691345215,4.840188026428223,499.0
0,1686,5.png,elephant,trout,0.7131667137145996,-19.874908447265625,In,-19.874908447265625,NA,In,-23.150833129882812,4.41969633102417,500.0
0,1687,16.png,raccoon,raccoon,1.0,-9.980072021484375,In,-9.980072021484375,NA,In,-18.972118377685547,4.7632527351379395,500.0
0,1688,5.png,bridge,tank,0.7572411894798279,-30.225555419921875,Out,NA,-30.225555419921875,In,-33.077022552490234,4.047921657562256,500.0
0,1689,16.png,oranges,oranges,1.0,0.01904296875,In,0.01904296875,NA,In,-28.74054718017578,4.360369682312012,500.0
0,1690,5.png,orchids,orchids,0.9926022887229919,-25.119461059570312,In,-25.119461059570312,NA,In,-33.571441650390625,4.692233562469482,500.0
0,1691,86.png,maple,maple,0.9999631643295288,-64.61175537109375,In,-64.61175537109375,NA,Out,-26.0412540435791,4.388068199157715,499.0
0,1692,5.png,lamp,lamp,0.999710738658905,-10.565032958984375,In,-10.565032958984375,NA,In,-17.842281341552734,6.248699188232422,500.0
0,1693,45.png,shrew,flatfish,0.9448897242546082,-8.9952392578125,In,-8.9952392578125,NA,In,-29.095705032348633,4.381448745727539,499.0
0,1694,56.png,worm,snake,0.5831044912338257,-17.113616943359375,In,-17.113616943359375,NA,In,-24.62911605834961,5.308631896972656,499.0
0,1695,12.png,bus,pickup truck,0.8100805282592773,-28.260452270507812,Out,NA,-28.260452270507812,Out,-20.819408416748047,4.42878532409668,499.0
0,1696,25.png,bus,chair,0.5357593894004822,-159.63778686523438,Out,NA,-159.63778686523438,Out,31.810848236083984,8.783584594726562,499.0
0,1697,77.png,shrew,otter,0.7497305870056152,-25.431320190429688,In,-25.431320190429688,NA,In,-26.42733383178711,5.204813480377197,500.0
0,1698,79.png,lobster,fox,0.6058737635612488,-64.89923095703125,In,-64.89923095703125,NA,Out,-36.36833953857422,5.076505661010742,499.0
0,1699,2.png,bear,seal,0.9848111867904663,-52.82460021972656,Out,NA,-52.82460021972656,Out,-24.999483108520508,4.5774078369140625,499.0
0,1700,80.png,bottles,pears,0.957120418548584,-15.984786987304688,Out,NA,-15.984786987304688,In,-28.862125396728516,4.594079971313477,499.0
0,1701,29.png,forest,forest,0.9999978542327881,14.367439270019531,In,14.367439270019531,NA,In,2.856919288635254,8.377469062805176,499.0
0,1702,11.png,willow,willow,0.9250881671905518,-38.107086181640625,In,-38.107086181640625,NA,Out,-30.449003219604492,3.966383218765259,500.0
0,1703,38.png,baby,fox,0.9998445510864258,-32.26588439941406,Out,NA,-32.26588439941406,In,-36.36833953857422,5.076505661010742,499.0
0,1704,61.png,trout,trout,1.0,-20.0245361328125,In,-20.0245361328125,NA,In,-23.150833129882812,4.41969633102417,500.0
0,1705,1.png,girl,girl,0.4421645700931549,-24.849838256835938,In,-24.849838256835938,NA,Out,-16.776147842407227,5.298877239227295,500.0
0,1706,29.png,snail,spider,0.9717347621917725,-69.02857971191406,In,-69.02857971191406,NA,Out,-23.826330184936523,5.917525768280029,500.0
0,1707,37.png,cans,wardrobe,0.6318874955177307,-20.08099365234375,Out,NA,-20.08099365234375,In,-28.39855194091797,4.157048225402832,500.0
0,1708,97.png,lion,lion,1.0,-19.549713134765625,In,-19.549713134765625,NA,Out,-11.824612617492676,6.109537124633789,500.0
0,1709,41.png,shrew,shrew,0.9752957820892334,-39.951385498046875,In,-39.951385498046875,NA,Out,-23.959043502807617,4.811082363128662,500.0
0,1710,34.png,skunk,skunk,0.999990701675415,-41.47691345214844,In,-41.47691345214844,NA,Out,-10.992105484008789,6.1808600425720215,499.0
0,1711,60.png,bus,television,0.9999418258666992,-56.13957214355469,Out,NA,-56.13957214355469,Out,-29.29294204711914,4.819297790527344,499.0
0,1712,66.png,skyscraper,skyscraper,1.0,-29.622055053710938,In,-29.622055053710938,NA,Out,-26.345703125,4.597774982452393,499.0
0,1713,59.png,mouse,mouse,0.9872152805328369,-19.947372436523438,In,-19.947372436523438,NA,In,-24.837398529052734,4.986952781677246,500.0
0,1714,48.png,pears,pears,0.9999946355819702,-32.31129455566406,In,-32.31129455566406,NA,Out,-28.862125396728516,4.594079971313477,499.0
0,1715,22.png,squirrel,raccoon,0.9292483329772949,-35.54786682128906,In,-35.54786682128906,NA,Out,-18.972118377685547,4.7632527351379395,500.0
0,1716,71.png,wolf,wolf,1.0,-2.01995849609375,In,-2.01995849609375,NA,In,-10.73868465423584,5.345759391784668,499.0
0,1717,60.png,telephone,telephone,0.8991692662239075,-36.229339599609375,In,-36.229339599609375,NA,Out,-22.083080291748047,4.413056373596191,500.0
0,1718,2.png,oranges,oranges,0.9999663829803467,-33.696044921875,In,-33.696044921875,NA,Out,-28.74054718017578,4.360369682312012,500.0
0,1719,7.png,lobster,wolf,0.9988738894462585,-14.942047119140625,In,-14.942047119140625,NA,Out,-10.73868465423584,5.345759391784668,499.0
0,1720,95.png,computer keyboard,computer keyboard,1.0,22.677688598632812,In,22.677688598632812,NA,In,-17.066871643066406,5.283982276916504,500.0
0,1721,42.png,willow,willow,0.7977718710899353,-53.15521240234375,In,-53.15521240234375,NA,Out,-30.449003219604492,3.966383218765259,500.0
0,1722,86.png,house,cups,0.7030608654022217,-47.36039733886719,In,-47.36039733886719,NA,Out,-25.841064453125,3.5775413513183594,497.0
0,1723,30.png,cockroach,cockroach,1.0,16.549026489257812,In,16.549026489257812,NA,In,4.0243048667907715,8.63873291015625,499.0
0,1724,0.png,pears,pears,0.9999998807907104,-28.564117431640625,In,-28.564117431640625,NA,In,-28.862125396728516,4.594079971313477,499.0
0,1725,12.png,lion,lion,1.0,19.086769104003906,In,19.086769104003906,NA,In,-11.824612617492676,6.109537124633789,500.0
0,1726,79.png,ray,ray,0.5965836644172668,-15.35980224609375,In,-15.35980224609375,NA,In,-21.74357032775879,5.767826557159424,500.0
0,1727,26.png,forest,couch,0.5449995994567871,-9.905670166015625,In,-9.905670166015625,NA,In,-21.079483032226562,5.581104278564453,500.0
0,1728,27.png,crocodile,plates,0.3526208698749542,3.3061676025390625,In,3.3061676025390625,NA,In,-24.89483642578125,4.485196113586426,499.0
0,1729,51.png,poppies,poppies,0.9938660264015198,-17.693771362304688,In,-17.693771362304688,NA,In,-30.613161087036133,4.7284979820251465,499.0
0,1730,84.png,ray,elephant,0.8193284869194031,-19.350341796875,In,-19.350341796875,NA,In,-29.06341552734375,4.017735004425049,500.0
0,1731,4.png,bed,chair,0.9992942810058594,-0.1565704345703125,Out,NA,-0.1565704345703125,Out,31.810848236083984,8.783584594726562,499.0
0,1732,25.png,rabbit,pears,0.943805456161499,-39.754913330078125,In,-39.754913330078125,NA,Out,-28.862125396728516,4.594079971313477,499.0
0,1733,17.png,oak,oak,0.4850265085697174,-53.009429931640625,In,-53.009429931640625,NA,Out,-21.606582641601562,3.2677195072174072,500.0
0,1734,23.png,skunk,skunk,1.0,5.7155609130859375,In,5.7155609130859375,NA,In,-10.992105484008789,6.1808600425720215,499.0
0,1735,90.png,train,train,0.9933805465698242,-28.7310791015625,In,-28.7310791015625,NA,Out,-26.38922691345215,4.840188026428223,499.0
0,1736,28.png,squirrel,possum,0.9996470212936401,-12.879379272460938,In,-12.879379272460938,NA,In,-18.71575164794922,4.381153106689453,500.0
0,1737,19.png,bed,computer keyboard,0.9985244870185852,-41.9296875,Out,NA,-41.9296875,Out,-17.066871643066406,5.283982276916504,500.0
0,1738,97.png,butterfly,snail,0.898730456829071,-46.097747802734375,Out,NA,-46.097747802734375,Out,-27.219690322875977,4.228353977203369,500.0
0,1739,24.png,cattle,wolf,1.0,-8.833511352539062,Out,NA,-8.833511352539062,In,-10.73868465423584,5.345759391784668,499.0
0,1740,90.png,bottles,television,0.992403507232666,-21.921356201171875,Out,NA,-21.921356201171875,In,-29.29294204711914,4.819297790527344,499.0
0,1741,33.png,snake,snake,0.9077637791633606,-17.624359130859375,In,-17.624359130859375,NA,In,-24.62911605834961,5.308631896972656,499.0
0,1742,31.png,train,train,0.999647855758667,-27.7559814453125,In,-27.7559814453125,NA,Out,-26.38922691345215,4.840188026428223,499.0
0,1743,79.png,lawn-mower,lawn-mower,1.0,-30.033187866210938,In,-30.033187866210938,NA,Out,-17.218751907348633,4.929111003875732,499.0
0,1744,61.png,forest,forest,0.9999998807907104,-16.308624267578125,In,-16.308624267578125,NA,Out,2.856919288635254,8.377469062805176,499.0
0,1745,32.png,roses,roses,0.6019683480262756,-49.18104553222656,In,-49.18104553222656,NA,Out,-32.52500534057617,4.714954853057861,500.0
0,1746,77.png,snail,trout,0.9926252961158752,-40.27229309082031,In,-40.27229309082031,NA,Out,-23.150833129882812,4.41969633102417,500.0
0,1747,20.png,plain,plain,0.9999731779098511,-22.20721435546875,In,-22.20721435546875,NA,In,-22.751506805419922,4.115305423736572,499.0
0,1748,6.png,sunflowers,sunflowers,0.9315600395202637,-15.680755615234375,In,-15.680755615234375,NA,In,-29.804105758666992,5.164310932159424,499.0
0,1749,83.png,wardrobe,trout,0.9808906316757202,-24.958282470703125,In,-24.958282470703125,NA,Out,-23.150833129882812,4.41969633102417,500.0
0,1750,85.png,man,fox,0.9768117070198059,-24.382949829101562,In,-24.382949829101562,NA,In,-36.36833953857422,5.076505661010742,499.0
0,1751,60.png,house,house,0.9997590184211731,1.76544189453125,In,1.76544189453125,NA,In,-19.910140991210938,4.837407112121582,499.0
0,1752,58.png,apples,pears,0.999250590801239,-18.580520629882812,Out,NA,-18.580520629882812,In,-28.862125396728516,4.594079971313477,499.0
0,1753,18.png,porcupine,mushrooms,0.8974774479866028,-16.837448120117188,In,-16.837448120117188,NA,In,-24.507596969604492,4.159605026245117,500.0
0,1754,5.png,palm,willow,0.8841468691825867,-51.669281005859375,In,-51.669281005859375,NA,Out,-30.449003219604492,3.966383218765259,500.0
