,Item_Number,file,Correct_Category,Correct_Softmax_Value,Correct_Softmax_Index,Estimated_Category,Estimated_Category_Index,Estimated_Category_Strength,Max_Confidence_Index_Value,Calculated_Confidence,Correct_Confidence,Confidence_Score
357,744,ILSVRC2012_val_00000556.JPEG,lifeboat,0.9419670104980468,625,lifeboat,625,0.9419670104980468,0,0.9067662358283995,0,0.9067662358283995
358,745,ILSVRC2012_val_00000663.JPEG,bobsled,0.9006006717681885,450,"bobsled, bobsleigh, bob",450,0.9006006717681885,0,0.8569223880767822,0,0.8569223880767822
359,747,ILSVRC2012_val_00001206.JPEG,Scottish deerhound,0.7987493872642517,177,"Scottish deerhound, deerhound",177,0.7987493872642517,0,0.7844936847686768,0,0.7844936847686768
360,748,ILSVRC2012_val_00001179.JPEG,American coot,0.8751375079154968,137,"American coot, marsh hen, mud hen, water hen, Fulica americana",137,0.8751375079154968,0,0.8009715080261229,0,0.8009715080261229
361,749,ILSVRC2012_val_00000450.JPEG,Great Pyrenees,0.3698441982269287,257,Great Pyrenees,257,0.3698441982269287,0,0.8534606099128723,0,0.8534606099128723
362,751,ILSVRC2012_val_00000713.JPEG,junco,0.9079001545906068,13,"junco, snowbird",13,0.9079001545906068,0,0.821912944316864,0,0.821912944316864
363,752,ILSVRC2012_val_00001273.JPEG,electric guitar,0.17473484575748446,546,stage,819,0.43677860498428345,0,0.8342162370681763,0,0.8342162370681763
364,753,ILSVRC2012_val_00001406.JPEG,orange,0.8402443528175354,950,orange,950,0.8402443528175354,0,0.7623842358589172,0,0.7623842358589172
365,756,ILSVRC2012_val_00000868.JPEG,liner,0.8437690138816833,628,"liner, ocean liner",628,0.8437690138816833,0,0.7967576384544373,0,0.7967576384544373
366,757,ILSVRC2012_val_00000892.JPEG,sorrel,0.8793514966964722,339,sorrel,339,0.8793514966964722,0,0.8415346741676331,0,0.8415346741676331
367,758,ILSVRC2012_val_00000842.JPEG,steel drum,0.858104944229126,822,steel drum,822,0.858104944229126,0,0.832947313785553,0,0.832947313785553
368,761,ILSVRC2012_val_00000128.JPEG,bald eagle,0.3137946426868439,22,kite,21,0.3581549525260925,0,0.7862622141838074,0,0.7862622141838074
369,762,ILSVRC2012_val_00000536.JPEG,chow,0.8773142695426941,260,"chow, chow chow",260,0.8773142695426941,0,0.8251461386680603,0,0.8251461386680603
370,763,ILSVRC2012_val_00001016.JPEG,oscilloscope,0.896480917930603,688,"oscilloscope, scope, cathode-ray oscilloscope, CRO",688,0.896480917930603,0,0.7952920198440552,0,0.7952920198440552
371,765,ILSVRC2012_val_00000978.JPEG,frilled lizard,0.6357936263084412,43,"frilled lizard, Chlamydosaurus kingi",43,0.6357936263084412,0,0.8723401427268982,0,0.8723401427268982
372,769,ILSVRC2012_val_00001293.JPEG,streetcar,0.8083567023277283,829,"streetcar, tram, tramcar, trolley, trolley car",829,0.8083567023277283,0,0.8162565231323242,0,0.8162565231323242
373,773,ILSVRC2012_val_00001447.JPEG,ski,0.9090099930763244,795,ski,795,0.9090099930763244,0,0.8396940231323242,0,0.8396940231323242
374,774,ILSVRC2012_val_00000229.JPEG,mud turtle,0.6934458613395691,35,mud turtle,35,0.6934458613395691,0,0.8023338913917542,0,0.8023338913917542
375,775,ILSVRC2012_val_00000129.JPEG,hotdog,0.9423463344573976,934,"hotdog, hot dog, red hot",934,0.9423463344573976,0,0.7779409885406494,0,0.7779409885406494
376,776,ILSVRC2012_val_00000953.JPEG,bicycle-built-for-two,0.010088657960295677,444,moped,665,0.3568122088909149,0,0.939828634262085,0,0.939828634262085
377,777,ILSVRC2012_val_00000483.JPEG,beacon,0.8298827409744263,437,"beacon, lighthouse, beacon light, pharos",437,0.8298827409744263,0,0.8278306722640991,0,0.8278306722640991
378,778,ILSVRC2012_val_00000938.JPEG,leatherback turtle,0.4619467258453369,34,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",34,0.4619467258453369,0,0.8254749178886414,0,0.8254749178886414
379,779,ILSVRC2012_val_00000273.JPEG,skunk,0.8346158862113953,361,"skunk, polecat, wood pussy",361,0.8346158862113953,0,0.8203242421150208,0,0.8203242421150208
380,783,ILSVRC2012_val_00000315.JPEG,banjo,0.8441144824028015,420,banjo,420,0.8441144824028015,0,0.7880293130874634,0,0.7880293130874634
381,785,ILSVRC2012_val_00000141.JPEG,bloodhound,0.8491708636283875,163,"bloodhound, sleuthhound",163,0.8491708636283875,0,0.7630123496055603,0,0.7630123496055603
382,786,ILSVRC2012_val_00001077.JPEG,buckle,0.865031361579895,464,buckle,464,0.865031361579895,0,0.811413049697876,0,0.811413049697876
383,787,ILSVRC2012_val_00000596.JPEG,cannon,0.8657957315444946,471,cannon,471,0.8657957315444946,0,0.7896396517753601,0,0.7896396517753601
384,790,ILSVRC2012_val_00000602.JPEG,teddy,0.8746333122253418,850,"teddy, teddy bear",850,0.8746333122253418,0,0.7473042011260986,0,0.7473042011260986
385,791,ILSVRC2012_val_00000881.JPEG,cardoon,0.8524952530860901,946,cardoon,946,0.8524952530860901,0,0.8015245199203491,0,0.8015245199203491
386,794,ILSVRC2012_val_00000575.JPEG,hook,0.8361583948135376,600,"hook, claw",600,0.8361583948135376,0,0.8403529524803162,0,0.8403529524803162
387,795,ILSVRC2012_val_00000295.JPEG,greenhouse,0.07920608669519424,580,"pot, flowerpot",738,0.7236840128898621,0,0.7633117437362671,0,0.7633117437362671
388,796,ILSVRC2012_val_00000209.JPEG,menu,0.8135865926742554,922,menu,922,0.8135865926742554,0,0.8091124296188354,0,0.8091124296188354
389,797,ILSVRC2012_val_00001075.JPEG,proboscis monkey,0.8975995182991028,376,"proboscis monkey, Nasalis larvatus",376,0.8975995182991028,0,0.8016664385795593,0,0.8016664385795593
390,798,ILSVRC2012_val_00000390.JPEG,bittern,0.8899773359298706,133,bittern,133,0.8899773359298706,0,0.8038260936737059,0,0.8038260936737059
391,804,ILSVRC2012_val_00000149.JPEG,hand-held computer,0.8234900832176208,590,"hand-held computer, hand-held microcomputer",590,0.8234900832176208,0,0.7649542093276978,0,0.7649542093276978
392,805,ILSVRC2012_val_00000609.JPEG,grey whale,0.8663755059242249,147,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",147,0.8663755059242249,0,0.8157481551170349,0,0.8157481551170349
393,806,ILSVRC2012_val_00000341.JPEG,groom,0.9140763878822328,982,"groom, bridegroom",982,0.9140763878822328,0,0.8584474921226501,0,0.8584474921226501
394,807,ILSVRC2012_val_00000531.JPEG,Greater Swiss Mountain dog,0.7390587329864502,238,Greater Swiss Mountain dog,238,0.7390587329864502,0,0.7772778272628784,0,0.7772778272628784
395,808,ILSVRC2012_val_00001433.JPEG,lawn mower,0.9148253202438354,621,"lawn mower, mower",621,0.9148253202438354,0,0.8474124670028687,0,0.8474124670028687
396,809,ILSVRC2012_val_00001058.JPEG,acorn,0.9263436794281006,988,acorn,988,0.9263436794281006,0,0.8287259936332703,0,0.8287259936332703
397,811,ILSVRC2012_val_00000855.JPEG,lens cap,0.8573636412620544,622,"lens cap, lens cover",622,0.8573636412620544,0,0.826506495475769,0,0.826506495475769
398,815,ILSVRC2012_val_00001203.JPEG,Leonberg,0.8374582529067993,255,Leonberg,255,0.8374582529067993,0,0.8048880100250244,0,0.8048880100250244
399,816,ILSVRC2012_val_00001168.JPEG,chest,0.7990673184394836,492,chest,492,0.7990673184394836,0,0.7592785954475403,0,0.7592785954475403
400,817,ILSVRC2012_val_00000175.JPEG,beach wagon,0.9079191088676452,436,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",436,0.9079191088676452,0,0.8440612554550171,0,0.8440612554550171
401,818,ILSVRC2012_val_00000846.JPEG,mouse,0.4985716044902802,673,"mouse, computer mouse",673,0.4985716044902802,0,0.830424427986145,0,0.830424427986145
402,819,ILSVRC2012_val_00000809.JPEG,totem pole,0.7280501127243042,863,totem pole,863,0.7280501127243042,0,0.8495837450027466,0,0.8495837450027466
403,822,ILSVRC2012_val_00001074.JPEG,Bouvier des Flandres,0.9129742980003356,233,"Bouvier des Flandres, Bouviers des Flandres",233,0.9129742980003356,0,0.7387492656707764,0,0.7387492656707764
404,824,ILSVRC2012_val_00000750.JPEG,cloak,0.00038240640424191946,501,"megalith, megalithic structure",649,0.8259412050247192,0,0.8608619570732117,0,0.8608619570732117
405,827,ILSVRC2012_val_00000845.JPEG,hoopskirt,0.1177716702222824,601,overskirt,689,0.11864947527647017,0,0.8291909694671631,0,0.8291909694671631
406,828,ILSVRC2012_val_00001284.JPEG,Tibetan terrier,0.2833038568496704,200,"Tibetan terrier, chrysanthemum dog",200,0.2833038568496704,0,0.8453390002250671,0,0.8453390002250671
407,830,ILSVRC2012_val_00000810.JPEG,ringlet,0.8951206803321838,322,"ringlet, ringlet butterfly",322,0.8951206803321838,0,0.8062282800674438,0,0.8062282800674438
408,832,ILSVRC2012_val_00000798.JPEG,custard apple,0.9003345370292664,956,custard apple,956,0.9003345370292664,0,0.7955550551414491,0,0.7955550551414491
409,833,ILSVRC2012_val_00000817.JPEG,maypole,0.9003639221191406,645,maypole,645,0.9003639221191406,0,0.8005521297454834,0,0.8005521297454834
410,834,ILSVRC2012_val_00001034.JPEG,wreck,0.8346599340438843,913,wreck,913,0.8346599340438843,0,0.8057851791381836,0,0.8057851791381836
411,836,ILSVRC2012_val_00000561.JPEG,tobacco shop,0.028007933869957924,860,analog clock,409,0.6937810778617859,0,0.7744128704071045,0,0.7744128704071045
412,838,ILSVRC2012_val_00001388.JPEG,stage,0.7880067229270935,819,stage,819,0.7880067229270935,0,0.8161813020706177,0,0.8161813020706177
413,840,ILSVRC2012_val_00000844.JPEG,panpipe,0.2035757452249527,699,"panpipe, pandean pipe, syrinx",699,0.2035757452249527,0,0.7696720361709595,0,0.7696720361709595
414,842,ILSVRC2012_val_00001457.JPEG,quill,0.9203452467918396,749,"quill, quill pen",749,0.9203452467918396,0,0.7944986820220947,0,0.7944986820220947
415,845,ILSVRC2012_val_00001261.JPEG,pickelhaube,0.94801926612854,715,pickelhaube,715,0.94801926612854,0,0.8361233472824097,0,0.8361233472824097
416,846,ILSVRC2012_val_00000706.JPEG,Band Aid,0.005371131934225559,419,necklace,679,0.04269500821828842,1,0.5134844779968262,0,0.4865154922008514
417,847,ILSVRC2012_val_00000960.JPEG,paddlewheel,0.8540891408920288,694,"paddlewheel, paddle wheel",694,0.8540891408920288,0,0.8059903383255005,0,0.8059903383255005
418,848,ILSVRC2012_val_00000804.JPEG,barber chair,0.34324711561203003,423,barbershop,424,0.5529453158378601,0,0.8827472925186157,0,0.8827472925186157
419,852,ILSVRC2012_val_00000765.JPEG,Polaroid camera,0.9435523748397828,732,"Polaroid camera, Polaroid Land camera",732,0.9435523748397828,0,0.7732287645339966,0,0.7732287645339966
420,854,ILSVRC2012_val_00000106.JPEG,Windsor tie,0.8624155521392822,906,Windsor tie,906,0.8624155521392822,0,0.8045011758804321,0,0.8045011758804321
421,856,ILSVRC2012_val_00000860.JPEG,ptarmigan,0.9418795108795166,81,ptarmigan,81,0.9418795108795166,0,0.7863188385963441,0,0.7863188385963441
422,857,ILSVRC2012_val_00001391.JPEG,vulture,0.8469315767288208,23,vulture,23,0.8469315767288208,0,0.763840913772583,0,0.763840913772583
423,859,ILSVRC2012_val_00001246.JPEG,desktop computer,0.00021176625159569085,527,"Angora, Angora rabbit",332,0.8620014786720276,0,0.9091656804084778,0,0.9091656804084778
424,862,ILSVRC2012_val_00001001.JPEG,wire-haired fox terrier,0.9059560894966124,188,wire-haired fox terrier,188,0.9059560894966124,0,0.8357036113739014,0,0.8357036113739014
425,865,ILSVRC2012_val_00001344.JPEG,basenji,0.8469754457473755,253,basenji,253,0.8469754457473755,0,0.8613219857215881,0,0.8613219857215881
426,866,ILSVRC2012_val_00000383.JPEG,komondor,0.8435639142990112,228,komondor,228,0.8435639142990112,0,0.797042965888977,0,0.797042965888977
427,868,ILSVRC2012_val_00000247.JPEG,junco,0.919143795967102,13,"junco, snowbird",13,0.919143795967102,0,0.8312423229217529,0,0.8312423229217529
428,869,ILSVRC2012_val_00001449.JPEG,Dungeness crab,0.5254279375076294,118,"Dungeness crab, Cancer magister",118,0.5254279375076294,0,0.7498733401298523,0,0.7498733401298523
429,874,ILSVRC2012_val_00001181.JPEG,Windsor tie,0.6600703001022339,906,Windsor tie,906,0.6600703001022339,0,0.8537013530731201,0,0.8537013530731201
430,875,ILSVRC2012_val_00000532.JPEG,cinema,0.7676736116409302,498,"cinema, movie theater, movie theatre, movie house, picture palace",498,0.7676736116409302,0,0.7851448059082031,0,0.7851448059082031
431,876,ILSVRC2012_val_00000022.JPEG,Ibizan hound,0.01492440514266491,173,Labrador retriever,208,0.17584896087646484,0,0.8957221508026123,0,0.8957221508026123
432,878,ILSVRC2012_val_00000460.JPEG,yurt,0.8968830108642578,915,yurt,915,0.8968830108642578,0,0.8483185172080994,0,0.8483185172080994
433,879,ILSVRC2012_val_00000489.JPEG,photocopier,0.7597568035125732,713,photocopier,713,0.7597568035125732,0,0.8534891605377197,0,0.8534891605377197
434,881,ILSVRC2012_val_00001475.JPEG,Gila monster,0.9472881555557252,45,"Gila monster, Heloderma suspectum",45,0.9472881555557252,0,0.8597993850708008,0,0.8597993850708008
435,891,ILSVRC2012_val_00000002.JPEG,alp,0.15828557312488556,970,ski,795,0.6205987334251404,0,0.8159918189048767,0,0.8159918189048767
436,892,ILSVRC2012_val_00001093.JPEG,cab,0.8376491665840149,468,"cab, hack, taxi, taxicab",468,0.8376491665840149,0,0.8075809478759766,0,0.8075809478759766
437,893,ILSVRC2012_val_00000726.JPEG,badger,0.8865442276000977,362,badger,362,0.8865442276000977,0,0.710123598575592,0,0.710123598575592
438,894,ILSVRC2012_val_00000840.JPEG,plow,0.8014612793922424,730,"plow, plough",730,0.8014612793922424,0,0.7758365273475647,0,0.7758365273475647
439,896,ILSVRC2012_val_00000745.JPEG,water bottle,0.02163543179631233,898,"puck, hockey puck",746,0.2216646373271942,0,0.9092703461647034,0,0.9092703461647034
440,901,ILSVRC2012_val_00000623.JPEG,submarine,0.8896458745002747,833,"submarine, pigboat, sub, U-boat",833,0.8896458745002747,0,0.8283279538154602,0,0.8283279538154602
441,905,ILSVRC2012_val_00000092.JPEG,Madagascar cat,0.447115421295166,383,"Madagascar cat, ring-tailed lemur, Lemur catta",383,0.447115421295166,0,0.7841640710830688,0,0.7841640710830688
442,906,ILSVRC2012_val_00001083.JPEG,gyromitra,0.8711347579956055,993,gyromitra,993,0.8711347579956055,0,0.7407433986663818,0,0.7407433986663818
443,908,ILSVRC2012_val_00001431.JPEG,accordion,0.87119460105896,401,"accordion, piano accordion, squeeze box",401,0.87119460105896,0,0.7723918557167053,0,0.7723918557167053
444,912,ILSVRC2012_val_00000185.JPEG,limousine,0.27152517437934875,627,minibus,654,0.2984359562397003,0,0.7925948500633241,0,0.7925948500633241
445,915,ILSVRC2012_val_00001330.JPEG,typewriter keyboard,0.29907283186912537,878,space bar,810,0.5375872254371643,0,0.7404877543449402,0,0.7404877543449402
446,917,ILSVRC2012_val_00000272.JPEG,bannister,0.9186884760856628,421,"bannister, banister, balustrade, balusters, handrail",421,0.9186884760856628,0,0.8702005743980408,0,0.8702005743980408
447,918,ILSVRC2012_val_00000484.JPEG,corn,0.2517767548561096,987,"ear, spike, capitulum",998,0.6461467742919922,0,0.7397436499595642,0,0.7397436499595642
448,919,ILSVRC2012_val_00000153.JPEG,common iguana,0.8675882816314697,39,"common iguana, iguana, Iguana iguana",39,0.8675882816314697,0,0.8998619914054871,0,0.8998619914054871
449,921,ILSVRC2012_val_00000347.JPEG,canoe,0.9732757210731506,472,canoe,472,0.9732757210731506,0,0.8380339741706848,0,0.8380339741706848
450,925,ILSVRC2012_val_00001256.JPEG,feather boa,0.8797525763511658,552,"feather boa, boa",552,0.8797525763511658,0,0.74847012758255,0,0.74847012758255
451,926,ILSVRC2012_val_00000781.JPEG,conch,0.8903686404228209,112,conch,112,0.8903686404228209,0,0.8511753678321838,0,0.8511753678321838
452,928,ILSVRC2012_val_00000174.JPEG,Great Pyrenees,0.8127750158309937,257,Great Pyrenees,257,0.8127750158309937,0,0.7644034028053284,0,0.7644034028053284
453,930,ILSVRC2012_val_00000935.JPEG,crane,6.018453859724104e-05,134,crane,517,0.9101654291152954,0,0.7703866958618164,0,0.7703866958618164
454,935,ILSVRC2012_val_00000179.JPEG,sorrel,0.9189805388450624,339,sorrel,339,0.9189805388450624,0,0.8433831930160522,0,0.8433831930160522
455,936,ILSVRC2012_val_00000438.JPEG,pillow,0.001991656143218279,721,"handkerchief, hankie, hanky, hankey",591,0.7381047606468201,0,0.8130703568458557,0,0.8130703568458557
456,937,ILSVRC2012_val_00000204.JPEG,accordion,0.0006682521780021489,401,"harmonica, mouth organ, harp, mouth harp",593,0.8024485111236572,0,0.8463090658187866,0,0.8463090658187866
457,938,ILSVRC2012_val_00000554.JPEG,zucchini,0.8033871650695801,939,"zucchini, courgette",939,0.8033871650695801,0,0.8160206079483032,0,0.8160206079483032
458,939,ILSVRC2012_val_00000681.JPEG,panpipe,0.9169846773147584,699,"panpipe, pandean pipe, syrinx",699,0.9169846773147584,0,0.8178790807723999,0,0.8178790807723999
459,940,ILSVRC2012_val_00000396.JPEG,tarantula,0.887947678565979,76,tarantula,76,0.887947678565979,0,0.8091148138046265,0,0.8091148138046265
460,947,ILSVRC2012_val_00000693.JPEG,barn,0.816681981086731,425,barn,425,0.816681981086731,0,0.7985632419586182,0,0.7985632419586182
461,948,ILSVRC2012_val_00000437.JPEG,worm fence,0.8361912369728088,912,"worm fence, snake fence, snake-rail fence, Virginia fence",912,0.8361912369728088,0,0.7454054355621338,0,0.7454054355621338
462,951,ILSVRC2012_val_00000667.JPEG,revolver,0.7630146145820618,763,"revolver, six-gun, six-shooter",763,0.7630146145820618,0,0.7906847596168518,0,0.7906847596168518
463,955,ILSVRC2012_val_00000772.JPEG,mantis,0.8727923631668091,315,"mantis, mantid",315,0.8727923631668091,0,0.8240478634834291,0,0.8240478634834291
464,963,ILSVRC2012_val_00001163.JPEG,macaw,0.92815363407135,88,macaw,88,0.92815363407135,0,0.8376064300537109,0,0.8376064300537109
465,967,ILSVRC2012_val_00000410.JPEG,home theater,0.7842991948127747,598,"home theater, home theatre",598,0.7842991948127747,0,0.7812832593917847,0,0.7812832593917847
466,969,ILSVRC2012_val_00001069.JPEG,Pekinese,0.8475339412689209,154,"Pekinese, Pekingese, Peke",154,0.8475339412689209,0,0.8295690417289734,0,0.8295690417289734
467,977,ILSVRC2012_val_00000098.JPEG,dowitcher,0.849920928478241,142,dowitcher,142,0.849920928478241,0,0.8218178749084473,0,0.8218178749084473
468,979,ILSVRC2012_val_00000927.JPEG,mouse,0.00729478197172284,673,toaster,859,0.9579752683639526,0,0.8657369017601013,0,0.8657369017601013
469,980,ILSVRC2012_val_00000135.JPEG,racer,0.7697087526321411,751,"racer, race car, racing car",751,0.7697087526321411,0,0.8147655725479126,0,0.8147655725479126
470,982,ILSVRC2012_val_00000905.JPEG,car wheel,0.7393190860748291,479,car wheel,479,0.7393190860748291,0,0.7904223203659058,0,0.7904223203659058
471,986,ILSVRC2012_val_00000427.JPEG,lampshade,0.780120313167572,619,"lampshade, lamp shade",619,0.780120313167572,0,0.7780473232269287,0,0.7780473232269287
472,991,ILSVRC2012_val_00000303.JPEG,tiger,0.00060044921701774,292,"jaguar, panther, Panthera onca, Felis onca",290,0.6989697813987732,0,0.8061237335205078,0,0.8061237335205078
473,995,ILSVRC2012_val_00001188.JPEG,jigsaw puzzle,0.8944750428199768,611,jigsaw puzzle,611,0.8944750428199768,0,0.8386344313621521,0,0.8386344313621521
474,996,ILSVRC2012_val_00001301.JPEG,steam locomotive,0.8508580923080444,820,steam locomotive,820,0.8508580923080444,0,0.7769014835357666,0,0.7769014835357666
475,998,ILSVRC2012_val_00000590.JPEG,Samoyed,0.8412889242172241,258,"Samoyed, Samoyede",258,0.8412889242172241,0,0.7889269590377808,0,0.7889269590377808
476,1001,ILSVRC2012_val_00000356.JPEG,flamingo,0.9029175639152528,130,flamingo,130,0.9029175639152528,0,0.7346848845481873,0,0.7346848845481873
477,1002,ILSVRC2012_val_00000966.JPEG,pirate,0.010617819614708424,724,schooner,780,0.7790144681930542,0,0.8019830584526062,0,0.8019830584526062
478,1006,ILSVRC2012_val_00000824.JPEG,flat-coated retriever,0.7670655250549316,205,flat-coated retriever,205,0.7670655250549316,0,0.7623353600502014,0,0.7623353600502014
479,1008,ILSVRC2012_val_00001288.JPEG,sulphur-crested cockatoo,0.9231910705566406,89,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",89,0.9231910705566406,0,0.8920509219169617,0,0.8920509219169617
480,1013,ILSVRC2012_val_00000581.JPEG,sulphur butterfly,0.8640097975730896,325,"sulphur butterfly, sulfur butterfly",325,0.8640097975730896,0,0.8109116554260254,0,0.8109116554260254
481,1014,ILSVRC2012_val_00000192.JPEG,park bench,0.002340823179110885,703,"leaf beetle, chrysomelid",304,0.4296253323554993,0,0.9131324291229248,0,0.9131324291229248
482,1015,ILSVRC2012_val_00000071.JPEG,butcher shop,0.7426548600196838,467,"butcher shop, meat market",467,0.7426548600196838,0,0.7970313429832458,0,0.7970313429832458
483,1016,ILSVRC2012_val_00001389.JPEG,papillon,0.8592846393585205,157,papillon,157,0.8592846393585205,0,0.8461466431617737,0,0.8461466431617737
484,1020,ILSVRC2012_val_00001139.JPEG,iron,0.9434724450111388,606,"iron, smoothing iron",606,0.9434724450111388,0,0.7880723476409912,0,0.7880723476409912
485,1022,ILSVRC2012_val_00000821.JPEG,king crab,0.5098263025283813,121,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",121,0.5098263025283813,0,0.724822461605072,0,0.724822461605072
486,1023,ILSVRC2012_val_00001304.JPEG,seashore,0.207806795835495,978,wreck,913,0.33522391319274897,0,0.8614122867584229,0,0.8614122867584229
487,1024,ILSVRC2012_val_00001267.JPEG,redbone,0.7610430717468262,168,redbone,168,0.7610430717468262,0,0.8114379048347473,0,0.8114379048347473
488,1030,ILSVRC2012_val_00001410.JPEG,groom,0.8975814580917358,982,"groom, bridegroom",982,0.8975814580917358,0,0.8771636486053467,0,0.8771636486053467
489,1038,ILSVRC2012_val_00001021.JPEG,totem pole,0.854450523853302,863,totem pole,863,0.854450523853302,0,0.8157300353050232,0,0.8157300353050232
490,1039,ILSVRC2012_val_00000903.JPEG,street sign,0.7430609464645386,919,street sign,919,0.7430609464645386,0,0.8319739103317261,0,0.8319739103317261
491,1040,ILSVRC2012_val_00001303.JPEG,mask,0.9076203107833862,643,mask,643,0.9076203107833862,0,0.8606725931167603,0,0.8606725931167603
492,1041,ILSVRC2012_val_00000377.JPEG,sewing machine,0.9785756468772888,786,sewing machine,786,0.9785756468772888,0,0.8419535756111145,0,0.8419535756111145
493,1042,ILSVRC2012_val_00001235.JPEG,stretcher,0.7913476824760437,830,stretcher,830,0.7913476824760437,0,0.8650407195091248,0,0.8650407195091248
494,1043,ILSVRC2012_val_00000913.JPEG,gondola,0.9983799457550048,576,gondola,576,0.9983799457550048,0,0.8521236777305603,0,0.8521236777305603
495,1044,ILSVRC2012_val_00000006.JPEG,garter snake,0.5877641439437866,57,"garter snake, grass snake",57,0.5877641439437866,0,0.7527343630790709,0,0.7527343630790709
496,1048,ILSVRC2012_val_00001208.JPEG,wool,0.03672758117318154,911,mitten,658,0.622247040271759,0,0.8159934878349304,0,0.8159934878349304
497,1049,ILSVRC2012_val_00000748.JPEG,soft-coated wheaten terrier,0.8416290283203125,202,soft-coated wheaten terrier,202,0.8416290283203125,0,0.8279297947883606,0,0.8279297947883606
498,1050,ILSVRC2012_val_00000534.JPEG,Crock Pot,0.7525275945663452,521,Crock Pot,521,0.7525275945663452,0,0.8607029318809509,0,0.8607029318809509
499,1052,ILSVRC2012_val_00000859.JPEG,mosquito net,0.8397974371910095,669,mosquito net,669,0.8397974371910095,0,0.8503760695457458,0,0.8503760695457458
500,1054,ILSVRC2012_val_00001413.JPEG,fire screen,0.8514217138290405,556,"fire screen, fireguard",556,0.8514217138290405,0,0.7774267792701721,0,0.7774267792701721
501,1057,ILSVRC2012_val_00000404.JPEG,loggerhead,0.8727866411209106,33,"loggerhead, loggerhead turtle, Caretta caretta",33,0.8727866411209106,0,0.8281838297843933,0,0.8281838297843933
502,1061,ILSVRC2012_val_00001497.JPEG,rugby ball,0.97682124376297,768,rugby ball,768,0.97682124376297,0,0.7291331291198729,0,0.7291331291198729
503,1064,ILSVRC2012_val_00000930.JPEG,leatherback turtle,0.913171887397766,34,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",34,0.913171887397766,0,0.7892982959747314,0,0.7892982959747314
504,1065,ILSVRC2012_val_00000329.JPEG,cock,0.43309247493743896,7,cock,7,0.43309247493743896,0,0.7678771615028381,0,0.7678771615028381
505,1067,ILSVRC2012_val_00000417.JPEG,abacus,0.8851551413536072,398,abacus,398,0.8851551413536072,0,0.7763611674308777,0,0.7763611674308777
506,1068,ILSVRC2012_val_00001213.JPEG,great grey owl,0.9343371391296388,24,"great grey owl, great gray owl, Strix nebulosa",24,0.9343371391296388,0,0.8098391890525818,0,0.8098391890525818
507,1069,ILSVRC2012_val_00000517.JPEG,red fox,0.014308592304587362,277,"kit fox, Vulpes macrotis",278,0.8713460564613342,0,0.8061989545822144,0,0.8061989545822144
508,1072,ILSVRC2012_val_00001066.JPEG,hippopotamus,0.9452154040336608,344,"hippopotamus, hippo, river horse, Hippopotamus amphibius",344,0.9452154040336608,0,0.8272567987442017,0,0.8272567987442017
509,1073,ILSVRC2012_val_00000547.JPEG,goose,0.8718630075454712,99,goose,99,0.8718630075454712,0,0.8088038563728333,0,0.8088038563728333
510,1076,ILSVRC2012_val_00000059.JPEG,tripod,0.8759507536888123,872,tripod,872,0.8759507536888123,0,0.8592413067817688,0,0.8592413067817688
511,1077,ILSVRC2012_val_00001070.JPEG,German short-haired pointer,0.8372432589530945,210,German short-haired pointer,210,0.8372432589530945,0,0.7684342861175537,0,0.7684342861175537
512,1079,ILSVRC2012_val_00000541.JPEG,Komodo dragon,0.9076959490776062,48,"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis",48,0.9076959490776062,0,0.8594741821289062,0,0.8594741821289062
513,1080,ILSVRC2012_val_00001174.JPEG,stove,0.8460310101509094,827,stove,827,0.8460310101509094,0,0.7791729569435121,0,0.7791729569435121
514,1083,ILSVRC2012_val_00001480.JPEG,partridge,0.5392056107521057,86,partridge,86,0.5392056107521057,0,0.7406228184700012,0,0.7406228184700012
515,1084,ILSVRC2012_val_00001127.JPEG,sewing machine,0.01877762190997601,786,reel,758,0.3544182479381561,0,0.8808199167251587,0,0.8808199167251587
516,1087,ILSVRC2012_val_00000144.JPEG,plane,0.9504024982452391,726,"plane, carpenter's plane, woodworking plane",726,0.9504024982452391,0,0.8387930393218994,0,0.8387930393218994
517,1088,ILSVRC2012_val_00000186.JPEG,snow leopard,0.7849451303482056,289,"snow leopard, ounce, Panthera uncia",289,0.7849451303482056,0,0.7229732275009155,0,0.7229732275009155
518,1090,ILSVRC2012_val_00000560.JPEG,passenger car,0.925698220729828,705,"passenger car, coach, carriage",705,0.925698220729828,0,0.8296629786491394,0,0.8296629786491394
519,1092,ILSVRC2012_val_00001465.JPEG,running shoe,0.8743199110031128,770,running shoe,770,0.8743199110031128,0,0.9033060669898988,0,0.9033060669898988
520,1095,ILSVRC2012_val_00000374.JPEG,electric guitar,0.9134342074394226,546,electric guitar,546,0.9134342074394226,0,0.8947740793228149,0,0.8947740793228149
