,Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Like,Out-Like,
0,734,000000126608.jpg,car,airplane,0.839690924,-62.89848328,Out,NA,-62.89848328,
0,735,000000047263.jpg,dog,horse,0.996857166,-54.38752747,Out,NA,-54.38752747,
0,736,000000456784.jpg,cake,horse,0.999994636,-92.80795288,Out,NA,-92.80795288,
0,737,000000229035.jpg,book,airplane,0.997481048,-12.02566528,Out,NA,-12.02566528,
0,738,000000522992.jpg,car,airplane,0.98899895,-37.59580994,Out,NA,-37.59580994,
0,739,000000114657.jpg,cat,horse,0.997620046,-40.2724762,Out,NA,-40.2724762,
0,740,000000474693.jpg,cat,airplane,0.999996185,-47.92370605,Out,NA,-47.92370605,
0,741,000000485602.jpg,car,airplane,0.78452152,-19.50842285,Out,NA,-19.50842285,
0,742,000000419294.jpg,car,airplane,0.999855757,-71.0030365,Out,NA,-71.0030365,
0,743,000000161873.jpg,car,horse,0.999999642,-52.06292725,Out,NA,-52.06292725,
0,744,000000540253.jpg,book,airplane,0.999999881,-70.83683777,Out,NA,-70.83683777,
0,745,000000310131.jpg,book,airplane,0.999871492,-83.02510071,Out,NA,-83.02510071,
0,746,000000515421.jpg,book,horse,0.99971348,-76.95982361,Out,NA,-76.95982361,
0,747,000000093791.jpg,car,horse,0.999022961,-37.61557007,Out,NA,-37.61557007,
0,748,000000219303.jpg,airplane,airplane,0.999998927,92.13090515,In,92.13090515,NA,
0,749,000000351597.jpg,laptop,airplane,0.999984503,-32.46200562,Out,NA,-32.46200562,
0,750,000000259346.jpg,car,horse,0.992334902,-27.47982788,Out,NA,-27.47982788,
0,751,000000532224.jpg,pizza,horse,0.999977112,-113.8152771,Out,NA,-113.8152771,
0,752,000000226634.jpg,car,horse,0.688439429,-47.50785828,Out,NA,-47.50785828,
0,753,000000163716.jpg,horse,horse,1,-96.25323486,In,-96.25323486,NA,
0,754,000000095677.jpg,car,airplane,0.924786687,-71.64762878,Out,NA,-71.64762878,
0,755,000000465647.jpg,horse,horse,1,-24.4055481,In,-24.4055481,NA,
0,756,000000359909.jpg,zebra,horse,0.999773085,67.35594177,Out,NA,67.35594177,
0,757,000000096728.jpg,laptop,airplane,0.999999881,-79.16175842,Out,NA,-79.16175842,
0,758,000000318282.jpg,dog,airplane,0.902192831,-66.07731628,Out,NA,-66.07731628,
0,759,000000384983.jpg,pizza,horse,0.556624115,-86.22685242,Out,NA,-86.22685242,
0,760,000000327481.jpg,cake,airplane,0.950214028,-54.64962769,Out,NA,-54.64962769,
0,761,000000399686.jpg,horse,horse,1,29.30419922,In,29.30419922,NA,
0,762,000000064800.jpg,car,airplane,0.988202155,-77.21232605,Out,NA,-77.21232605,
0,763,000000384857.jpg,car,airplane,0.990077734,-51.38792419,Out,NA,-51.38792419,
0,764,000000310058.jpg,cat,horse,0.998158991,-67.31889343,Out,NA,-67.31889343,
0,765,000000261746.jpg,car,airplane,1,32.84513855,Out,NA,32.84513855,
0,766,000000458230.jpg,book,horse,0.999996185,-71.09213257,Out,NA,-71.09213257,
0,767,000000097373.jpg,horse,horse,0.999997854,52.41899109,In,52.41899109,NA,
0,768,000000359825.jpg,horse,horse,1,99.28179169,In,99.28179169,NA,
0,769,000000487571.jpg,car,airplane,0.999999762,-78.94548035,Out,NA,-78.94548035,
0,770,000000023570.jpg,pizza,airplane,0.999295831,-56.57730103,Out,NA,-56.57730103,
0,771,000000292970.jpg,dog,horse,0.999753416,-50.59959412,Out,NA,-50.59959412,
0,772,000000489624.jpg,book,airplane,0.996849716,-61.59931946,Out,NA,-61.59931946,
0,773,000000326570.jpg,book,horse,0.999972701,-85.66821289,Out,NA,-85.66821289,
0,774,000000383639.jpg,book,airplane,0.999681592,-29.06562805,Out,NA,-29.06562805,
0,775,000000554815.jpg,car,airplane,0.521514714,-63.99061584,Out,NA,-63.99061584,
0,776,000000317857.jpg,cat,airplane,0.999999523,-107.3998871,Out,NA,-107.3998871,
0,777,000000326354.jpg,car,airplane,0.96780473,-42.94953918,Out,NA,-42.94953918,
0,778,000000256549.jpg,car,airplane,1,22.15847778,Out,NA,22.15847778,
0,779,000000400966.jpg,book,horse,0.999988914,-46.25445557,Out,NA,-46.25445557,
0,780,000000039131.jpg,book,horse,0.989397407,-79.50013733,Out,NA,-79.50013733,
0,781,000000458328.jpg,dog,horse,0.67729646,-70.63336182,Out,NA,-70.63336182,
0,782,000000162031.jpg,cat,airplane,0.999991655,-81.47215271,Out,NA,-81.47215271,
0,783,000000244082.jpg,horse,horse,1,10.58534241,In,10.58534241,NA,
0,784,000000112807.jpg,horse,horse,1,-74.09820557,In,-74.09820557,NA,
0,785,000000253577.jpg,pizza,airplane,0.965008795,-93.39512634,Out,NA,-93.39512634,
0,786,000000375573.jpg,zebra,horse,0.999534607,48.57300568,Out,NA,48.57300568,
0,787,000000268518.jpg,dog,airplane,0.697861612,-69.93424988,Out,NA,-69.93424988,
0,788,000000098284.jpg,dog,horse,0.99884218,-107.5383911,Out,NA,-107.5383911,
0,789,000000358695.jpg,cat,airplane,0.953804314,-39.20527649,Out,NA,-39.20527649,
0,790,000000318671.jpg,horse,horse,1,52.46443939,In,52.46443939,NA,
0,791,000000288283.jpg,car,horse,0.509730816,-54.01269531,Out,NA,-54.01269531,
0,792,000000523492.jpg,pizza,airplane,0.999184668,-109.2845306,Out,NA,-109.2845306,
0,793,000000158118.jpg,car,horse,1,-40.10623169,Out,NA,-40.10623169,
0,794,000000409092.jpg,cat,airplane,0.934605539,-117.6560516,Out,NA,-117.6560516,
0,795,000000039553.jpg,zebra,horse,0.99974674,82.05981445,Out,NA,82.05981445,
0,796,000000040419.jpg,laptop,airplane,0.999999881,-88.93574524,Out,NA,-88.93574524,
0,797,000000499134.jpg,laptop,airplane,0.999993086,-0.39793396,Out,NA,-0.39793396,
0,798,000000097492.jpg,laptop,airplane,0.999307513,-38.91192627,Out,NA,-38.91192627,
0,799,000000026078.jpg,car,horse,0.891035497,38.10591888,Out,NA,38.10591888,
0,800,000000139140.jpg,horse,horse,0.999966621,-29.99938965,In,-29.99938965,NA,
0,801,000000255795.jpg,car,airplane,1,-41.33410645,Out,NA,-41.33410645,
0,802,000000389378.jpg,car,airplane,0.987456739,-50.06611633,Out,NA,-50.06611633,
0,803,000000423313.jpg,car,horse,0.999205291,-2.738494873,Out,NA,-2.738494873,
0,804,000000096755.jpg,cake,airplane,0.999901414,-105.1339569,Out,NA,-105.1339569,
0,805,000000366811.jpg,horse,horse,1,-79.29263306,In,-79.29263306,NA,
0,806,000000030962.jpg,car,airplane,0.999948144,-33.52137756,Out,NA,-33.52137756,
0,807,000000489733.jpg,cake,airplane,0.982156932,-104.0549469,Out,NA,-104.0549469,
0,808,000000156904.jpg,car,airplane,0.999998927,75.71650696,Out,NA,75.71650696,
0,809,000000195333.jpg,cat,horse,0.999306917,-85.5887146,Out,NA,-85.5887146,
0,810,000000530730.jpg,laptop,airplane,0.999999881,-104.9710846,Out,NA,-104.9710846,
0,811,000000487693.jpg,car,horse,0.769785225,-89.11154175,Out,NA,-89.11154175,
0,812,000000326801.jpg,horse,horse,0.99999845,-16.14273071,In,-16.14273071,NA,
0,813,000000081592.jpg,horse,horse,0.999999285,-12.82406616,In,-12.82406616,NA,
0,814,000000252679.jpg,cat,airplane,0.999968171,-12.03921509,Out,NA,-12.03921509,
0,815,000000158272.jpg,car,airplane,1,-92.56803894,Out,NA,-92.56803894,
0,816,000000448897.jpg,pizza,airplane,0.744633138,-80.87727356,Out,NA,-80.87727356,
0,817,000000161367.jpg,car,horse,0.588352203,-46.54095459,Out,NA,-46.54095459,
0,818,000000170640.jpg,book,horse,1,-109.5484619,Out,NA,-109.5484619,
0,819,000000196379.jpg,dog,horse,0.998059213,-74.01452637,Out,NA,-74.01452637,
0,820,000000573286.jpg,book,horse,0.992521048,-10.79016113,Out,NA,-10.79016113,
0,821,000000516430.jpg,car,airplane,0.999458611,-27.70222473,Out,NA,-27.70222473,
0,822,000000062661.jpg,car,airplane,0.999993324,-111.8535614,Out,NA,-111.8535614,
0,823,000000422515.jpg,car,airplane,0.999999881,-53.33938599,Out,NA,-53.33938599,
0,824,000000057363.jpg,car,airplane,0.552553833,-56.38902283,Out,NA,-56.38902283,
0,825,000000171435.jpg,dog,airplane,0.991733074,-54.99555969,Out,NA,-54.99555969,
0,826,000000302823.jpg,book,airplane,0.9342978,-106.8208466,Out,NA,-106.8208466,
0,827,000000440919.jpg,laptop,airplane,0.999866724,-75.90562439,Out,NA,-75.90562439,
0,828,000000039716.jpg,cat,horse,1,-80.23617554,Out,NA,-80.23617554,
0,829,000000555658.jpg,airplane,airplane,0.999999762,-21.05833435,In,-21.05833435,NA,
0,830,000000286480.jpg,dog,horse,0.989433348,-52.02880859,Out,NA,-52.02880859,
0,831,000000157416.jpg,car,airplane,0.875622213,-47.18560791,Out,NA,-47.18560791,
0,832,000000498156.jpg,laptop,airplane,0.999938726,-29.00971985,Out,NA,-29.00971985,
0,833,000000456611.jpg,car,airplane,1,-90.48902893,Out,NA,-90.48902893,
0,834,000000507782.jpg,laptop,airplane,0.999999046,-40.19194031,Out,NA,-40.19194031,
0,835,000000424192.jpg,cat,horse,0.999925494,-93.09945679,Out,NA,-93.09945679,
0,836,000000302349.jpg,dog,horse,0.986551285,-89.97047424,Out,NA,-89.97047424,
0,837,000000399920.jpg,dog,horse,0.996996284,-63.92321777,Out,NA,-63.92321777,
0,838,000000453313.jpg,car,airplane,0.999999166,-58.96357727,Out,NA,-58.96357727,
0,839,000000130812.jpg,car,airplane,1,-67.66004944,Out,NA,-67.66004944,
0,840,000000179990.jpg,pizza,airplane,0.999975324,-67.76608276,Out,NA,-67.76608276,
0,841,000000025433.jpg,car,horse,0.918885946,-18.6105957,Out,NA,-18.6105957,
0,842,000000162998.jpg,car,airplane,0.999997854,92.69535065,Out,NA,92.69535065,
0,843,000000221932.jpg,car,horse,0.936175287,-110.7695007,Out,NA,-110.7695007,
0,844,000000455350.jpg,car,airplane,0.935208917,-92.30400085,Out,NA,-92.30400085,
0,845,000000441995.jpg,book,airplane,0.999183118,-68.26382446,Out,NA,-68.26382446,
0,846,000000456845.jpg,airplane,airplane,0.999998569,26.11335754,In,26.11335754,NA,
0,847,000000163412.jpg,car,airplane,0.992103577,-39.19094849,Out,NA,-39.19094849,
0,848,000000390368.jpg,car,airplane,0.997949302,-41.29937744,Out,NA,-41.29937744,
0,849,000000055571.jpg,zebra,horse,0.999571979,58.39390564,Out,NA,58.39390564,
0,850,000000518140.jpg,car,airplane,0.936360896,-3.462844849,Out,NA,-3.462844849,
0,851,000000359625.jpg,car,airplane,0.983118951,-60.64689636,Out,NA,-60.64689636,
0,852,000000571677.jpg,book,horse,0.99510479,-91.09140015,Out,NA,-91.09140015,
0,853,000000293130.jpg,dog,horse,0.895344138,-84.41578674,Out,NA,-84.41578674,
0,854,000000466789.jpg,cat,airplane,0.857240796,-92.14622498,Out,NA,-92.14622498,
0,855,000000367935.jpg,airplane,airplane,0.999998927,83.48239136,In,83.48239136,NA,
0,856,000000400377.jpg,cake,airplane,0.981221974,-107.0439606,Out,NA,-107.0439606,
0,857,000000555685.jpg,pizza,airplane,0.942598164,-104.8647003,Out,NA,-104.8647003,
0,858,000000417693.jpg,car,horse,1,-23.33049011,Out,NA,-23.33049011,
0,859,000000482021.jpg,book,airplane,0.74381423,-79.79072571,Out,NA,-79.79072571,
0,860,000000547136.jpg,airplane,airplane,0.999990463,79.37020874,In,79.37020874,NA,
0,861,000000219798.jpg,dog,horse,0.998474658,-92.54458618,Out,NA,-92.54458618,
0,862,000000507819.jpg,horse,horse,1,37.94963074,In,37.94963074,NA,
0,863,000000293215.jpg,car,airplane,0.999997139,-38.09107971,Out,NA,-38.09107971,
0,864,000000040211.jpg,dog,airplane,0.999156833,-27.25746155,Out,NA,-27.25746155,
0,865,000000351057.jpg,cake,airplane,0.999998927,-76.34858704,Out,NA,-76.34858704,
0,866,000000326700.jpg,car,airplane,0.999811113,-37.1499176,Out,NA,-37.1499176,
0,867,000000417870.jpg,car,airplane,0.999839544,-70.61668396,Out,NA,-70.61668396,
0,868,000000113707.jpg,cat,airplane,0.999998093,-89.90367126,Out,NA,-89.90367126,
0,869,000000325710.jpg,cake,airplane,0.996700346,-135.4062347,Out,NA,-135.4062347,
0,870,000000352761.jpg,car,airplane,1,-28.80101013,Out,NA,-28.80101013,
0,871,000000383293.jpg,horse,horse,0.999997616,65.55665588,In,65.55665588,NA,
0,872,000000514604.jpg,book,horse,0.505820274,-73.29743958,Out,NA,-73.29743958,
0,873,000000260491.jpg,car,airplane,0.999940157,-60.19473267,Out,NA,-60.19473267,
0,874,000000474342.jpg,cat,airplane,0.893363357,-81.92179871,Out,NA,-81.92179871,
0,875,000000317822.jpg,cat,horse,0.811276793,-64.06716919,Out,NA,-64.06716919,
0,876,000000548561.jpg,pizza,horse,0.999757946,-122.6767578,Out,NA,-122.6767578,
0,877,000000499309.jpg,book,airplane,0.50225091,-78.65837097,Out,NA,-78.65837097,
0,878,000000061729.jpg,car,horse,0.97257781,-55.5562439,Out,NA,-55.5562439,
0,879,000000441663.jpg,book,horse,0.999999881,-118.3638306,Out,NA,-118.3638306,
0,880,000000146926.jpg,pizza,airplane,0.993375957,-43.73178101,Out,NA,-43.73178101,
0,881,000000581354.jpg,horse,horse,1,1.570419312,In,1.570419312,NA,
0,882,000000448951.jpg,cat,horse,0.943596303,-63.87438965,Out,NA,-63.87438965,
0,883,000000326014.jpg,car,airplane,0.99999702,-106.0240021,Out,NA,-106.0240021,
0,884,000000458448.jpg,airplane,airplane,1,69.60796356,In,69.60796356,NA,
0,885,000000326465.jpg,car,airplane,0.99938786,-91.34446716,Out,NA,-91.34446716,
0,886,000000335233.jpg,laptop,airplane,0.999999881,-30.68476868,Out,NA,-30.68476868,
0,887,000000407685.jpg,laptop,airplane,0.695088506,-97.58317566,Out,NA,-97.58317566,
0,888,000000121446.jpg,cat,airplane,0.999928951,-51.57769775,Out,NA,-51.57769775,
0,889,000000269116.jpg,cake,horse,0.888070166,-89.91012573,Out,NA,-89.91012573,
0,890,000000487058.jpg,car,horse,0.999999762,-34.54266357,Out,NA,-34.54266357,
0,891,000000223874.jpg,car,airplane,0.970746517,-36.96482849,Out,NA,-36.96482849,
0,892,000000366615.jpg,dog,airplane,0.999684453,-72.17802429,Out,NA,-72.17802429,
0,893,000000160818.jpg,car,horse,0.999999881,-65.35902405,Out,NA,-65.35902405,
0,894,000000030836.jpg,book,airplane,1,-3.645767212,Out,NA,-3.645767212,
0,895,000000524131.jpg,horse,horse,1,-49.83000183,In,-49.83000183,NA,
0,896,000000290174.jpg,car,airplane,0.995362759,-66.58201599,Out,NA,-66.58201599,
0,897,000000375509.jpg,cat,airplane,0.996546447,-46.85110474,Out,NA,-46.85110474,
0,898,000000399747.jpg,cake,horse,0.998227656,-109.9128723,Out,NA,-109.9128723,
0,899,000000539263.jpg,dog,horse,0.96030575,-67.59963989,Out,NA,-67.59963989,
0,900,000000458124.jpg,pizza,airplane,0.757365525,-81.70652771,Out,NA,-81.70652771,
0,901,000000292970.jpg,cake,horse,0.999753416,-49.75640869,Out,NA,-49.75640869,
0,902,000000420049.jpg,car,airplane,0.984029353,-42.83935547,Out,NA,-42.83935547,
0,903,000000450728.jpg,car,airplane,0.988726079,-11.51481628,Out,NA,-11.51481628,
0,904,000000482808.jpg,laptop,airplane,0.999998927,-46.12501526,Out,NA,-46.12501526,
0,905,000000252213.jpg,dog,airplane,0.949820101,-59.66111755,Out,NA,-59.66111755,
0,906,000000073061.jpg,book,horse,0.999987602,-93.62522888,Out,NA,-93.62522888,
0,907,000000170638.jpg,horse,horse,1,28.39468384,In,28.39468384,NA,
0,908,000000254129.jpg,car,airplane,0.999993682,-17.72450256,Out,NA,-17.72450256,
0,909,000000170129.jpg,airplane,airplane,1,19.84262085,In,19.84262085,NA,
0,910,000000171435.jpg,laptop,airplane,0.991733074,-56.44522095,Out,NA,-56.44522095,
0,911,000000170483.jpg,book,horse,0.999996185,-36.24836731,Out,NA,-36.24836731,
0,912,000000416300.jpg,zebra,horse,0.999699235,14.01843262,Out,NA,14.01843262,
0,913,000000027917.jpg,car,airplane,0.999998927,-74.87864685,Out,NA,-74.87864685,
0,914,000000137788.jpg,dog,airplane,0.995698094,-78.05967712,Out,NA,-78.05967712,
0,915,000000065306.jpg,car,horse,0.895813942,31.58418274,Out,NA,31.58418274,
0,916,000000356394.jpg,car,horse,1,-52.02050781,Out,NA,-52.02050781,
0,917,000000139198.jpg,horse,airplane,0.999937415,-66.57693481,In,-66.57693481,NA,
0,918,000000473964.jpg,cat,airplane,0.984413087,-77.75236511,Out,NA,-77.75236511,
0,919,000000285477.jpg,book,airplane,0.996734679,-83.81541443,Out,NA,-83.81541443,
0,920,000000293308.jpg,car,horse,0.990398765,-28.63684082,Out,NA,-28.63684082,
0,921,000000244206.jpg,airplane,airplane,1,61.67585754,In,61.67585754,NA,
0,922,000000237273.jpg,horse,horse,1,-0.888427734,In,-0.888427734,NA,
0,923,000000564056.jpg,cat,airplane,1,-81.05799866,Out,NA,-81.05799866,
0,924,000000457461.jpg,book,airplane,0.592562854,-94.47428894,Out,NA,-94.47428894,
0,925,000000064183.jpg,car,horse,0.999998331,-60.90411377,Out,NA,-60.90411377,
0,926,000000252193.jpg,book,airplane,0.999951124,-34.62626648,Out,NA,-34.62626648,
0,927,000000048947.jpg,airplane,airplane,0.99999845,90.46711731,In,90.46711731,NA,
0,928,000000062387.jpg,car,horse,0.970132887,-28.88827515,Out,NA,-28.88827515,
0,929,000000425127.jpg,cake,airplane,0.942061484,-63.54631042,Out,NA,-63.54631042,
0,930,000000311066.jpg,cat,horse,0.959147155,-99.32019043,Out,NA,-99.32019043,
0,931,000000022863.jpg,cake,airplane,0.558208942,-82.15843201,Out,NA,-82.15843201,
0,932,000000507871.jpg,pizza,horse,0.989491582,-104.7138062,Out,NA,-104.7138062,
0,933,000000031938.jpg,cat,airplane,0.999998927,-93.78507996,Out,NA,-93.78507996,
0,934,000000130458.jpg,car,horse,0.797584534,-85.96336365,Out,NA,-85.96336365,
0,935,000000269634.jpg,zebra,horse,0.999810636,54.25801086,Out,NA,54.25801086,
0,936,000000204728.jpg,airplane,airplane,0.999999881,72.39535522,In,72.39535522,NA,
0,937,000000466002.jpg,book,horse,0.647675455,-77.6338501,Out,NA,-77.6338501,
0,938,000000450845.jpg,car,horse,0.99998045,-66.9535675,Out,NA,-66.9535675,
0,939,000000424392.jpg,zebra,horse,0.999943852,50.59247589,Out,NA,50.59247589,
0,940,000000195353.jpg,cat,airplane,0.962342858,-118.9886932,Out,NA,-118.9886932,
0,941,000000384700.jpg,airplane,airplane,1,64.17185211,In,64.17185211,NA,
0,942,000000367743.jpg,dog,airplane,0.874718964,-74.65696716,Out,NA,-74.65696716,
0,943,000000389410.jpg,car,horse,0.998711109,-41.52989197,Out,NA,-41.52989197,
0,944,000000433397.jpg,laptop,airplane,0.999996662,-64.60261536,Out,NA,-64.60261536,
0,945,000000366659.jpg,pizza,horse,0.905386031,-118.3459778,Out,NA,-118.3459778,
0,946,000000058684.jpg,car,horse,0.524298072,-66.57301331,Out,NA,-66.57301331,
0,947,000000488547.jpg,car,horse,0.995224595,-47.37458801,Out,NA,-47.37458801,
0,948,000000359710.jpg,cat,airplane,0.96228081,-78.10548401,Out,NA,-78.10548401,
0,949,000000060890.jpg,car,airplane,0.998864055,-109.1572418,Out,NA,-109.1572418,
0,950,000000226518.jpg,car,airplane,0.999999762,-43.4599762,Out,NA,-43.4599762,
0,951,000000063043.jpg,car,horse,1,-45.25671387,Out,NA,-45.25671387,
0,952,000000219565.jpg,cake,airplane,0.836735845,-112.9918976,Out,NA,-112.9918976,
0,953,000000121530.jpg,cat,airplane,0.996915698,-77.72227478,Out,NA,-77.72227478,
0,954,000000457776.jpg,horse,horse,1,-24.32479858,In,-24.32479858,NA,
0,955,000000031081.jpg,car,airplane,0.649630785,-103.6369781,Out,NA,-103.6369781,
0,956,000000482127.jpg,book,airplane,0.999837875,-80.90846252,Out,NA,-80.90846252,
0,957,000000417602.jpg,car,airplane,0.995910287,-75.30281067,Out,NA,-75.30281067,
0,958,000000229347.jpg,car,airplane,0.999999523,-37.31150818,Out,NA,-37.31150818,
0,959,000000489728.jpg,laptop,airplane,0.974226117,-83.45530701,Out,NA,-83.45530701,
0,960,000000420710.jpg,car,horse,0.998453498,-40.71777344,Out,NA,-40.71777344,
0,961,000000387082.jpg,car,horse,0.955508947,8.066802979,Out,NA,8.066802979,
0,962,000000186585.jpg,laptop,airplane,0.999937177,-37.93141174,Out,NA,-37.93141174,
0,963,000000062478.jpg,car,airplane,1,-11.68873596,Out,NA,-11.68873596,
0,964,000000422877.jpg,car,airplane,0.873089015,-62.04919434,Out,NA,-62.04919434,
0,965,000000384231.jpg,book,airplane,0.999994636,-50.28717041,Out,NA,-50.28717041,
0,966,000000499680.jpg,pizza,airplane,0.779280722,-73.43309021,Out,NA,-73.43309021,
0,967,000000310606.jpg,book,airplane,1,-20.31414795,Out,NA,-20.31414795,
0,968,000000114464.jpg,airplane,airplane,1,-39.19049072,In,-39.19049072,NA,
0,969,000000237110.jpg,book,horse,0.73003304,-46.13160706,Out,NA,-46.13160706,
0,970,000000547315.jpg,laptop,airplane,0.999981999,-109.9351349,Out,NA,-109.9351349,
0,971,000000030836.jpg,laptop,airplane,1,-1.254226685,Out,NA,-1.254226685,
0,972,000000555211.jpg,book,airplane,0.99739933,-54.31613159,Out,NA,-54.31613159,
0,973,000000064116.jpg,car,horse,0.999141574,-50.74014282,Out,NA,-50.74014282,
0,974,000000354277.jpg,car,airplane,0.999987245,-13.95283508,Out,NA,-13.95283508,
0,975,000000096517.jpg,cat,airplane,0.999994516,-90.16526794,Out,NA,-90.16526794,
0,976,000000310006.jpg,airplane,airplane,1,49.42178345,In,49.42178345,NA,
0,977,000000092685.jpg,car,airplane,0.880809188,-15.59796143,Out,NA,-15.59796143,
0,978,000000127997.jpg,car,airplane,0.987074018,-10.11906433,Out,NA,-10.11906433,
0,979,000000376362.jpg,dog,airplane,0.999870062,-81.04719543,Out,NA,-81.04719543,
0,980,000000252570.jpg,horse,horse,0.999999523,25.75424194,In,25.75424194,NA,
0,981,000000350851.jpg,dog,airplane,0.999999762,-100.6027069,Out,NA,-100.6027069,
0,982,000000564680.jpg,book,horse,0.994361997,-71.86741638,Out,NA,-71.86741638,
0,983,000000047877.jpg,cat,airplane,0.999987602,-81.41734314,Out,NA,-81.41734314,
0,984,000000449528.jpg,book,airplane,1,-53.94793701,Out,NA,-53.94793701,
0,985,000000327576.jpg,book,horse,0.618202329,-80.00717163,Out,NA,-80.00717163,
0,986,000000163473.jpg,dog,airplane,0.861742854,-55.28512573,Out,NA,-55.28512573,
0,987,000000311167.jpg,cat,horse,0.708056092,-52.69076538,Out,NA,-52.69076538,
0,988,000000072600.jpg,airplane,airplane,1,62.89962769,In,62.89962769,NA,
0,989,000000081033.jpg,book,airplane,0.84176445,-83.58207703,Out,NA,-83.58207703,
0,990,000000489879.jpg,pizza,airplane,0.996791422,-95.76628113,Out,NA,-95.76628113,
0,991,000000375500.jpg,cat,airplane,0.986617863,-85.05570984,Out,NA,-85.05570984,
0,992,000000407751.jpg,zebra,horse,0.999643683,46.08659363,Out,NA,46.08659363,
0,993,000000333951.jpg,dog,airplane,1,-79.47123718,Out,NA,-79.47123718,
0,994,000000212714.jpg,cat,airplane,0.999785841,-86.01622009,Out,NA,-86.01622009,
0,995,000000390879.jpg,car,airplane,0.999999642,-52.79374695,Out,NA,-52.79374695,
0,996,000000302608.jpg,book,horse,0.876996398,-47.22093201,Out,NA,-47.22093201,
0,997,000000489695.jpg,car,horse,0.999286473,-42.47787476,Out,NA,-42.47787476,
0,998,000000121615.jpg,book,airplane,0.998741806,-15.25532532,Out,NA,-15.25532532,
0,999,000000489467.jpg,cake,airplane,0.999983788,-112.5812836,Out,NA,-112.5812836,
0,1000,000000457981.jpg,zebra,horse,0.999712527,76.68211365,Out,NA,76.68211365,
0,1001,000000516084.jpg,horse,horse,1,-51.23153687,In,-51.23153687,NA,
0,1002,000000556478.jpg,pizza,horse,0.995845616,-96.90710449,Out,NA,-96.90710449,
0,1003,000000318171.jpg,dog,horse,0.999999881,-92.90466309,Out,NA,-92.90466309,
0,1004,000000203359.jpg,pizza,airplane,0.981115222,-77.54014587,Out,NA,-77.54014587,
0,1005,000000114652.jpg,book,airplane,0.999999166,-85.52613831,Out,NA,-85.52613831,
0,1006,000000162963.jpg,cake,horse,0.957125187,-78.08288574,Out,NA,-78.08288574,
0,1007,000000416924.jpg,zebra,horse,0.999717295,63.44415283,Out,NA,63.44415283,
0,1008,000000015036.jpg,pizza,horse,0.966541708,-82.15652466,Out,NA,-82.15652466,
0,1009,000000227517.jpg,car,airplane,0.995497108,-82.98512268,Out,NA,-82.98512268,
0,1010,000000057663.jpg,car,airplane,0.986156225,-63.12501526,Out,NA,-63.12501526,
0,1011,000000289400.jpg,car,airplane,0.989577174,-69.727005,Out,NA,-69.727005,
0,1012,000000171483.jpg,pizza,airplane,0.981690347,-104.4640961,Out,NA,-104.4640961,
0,1013,000000327383.jpg,car,horse,0.996299803,-35.60424805,Out,NA,-35.60424805,
0,1014,000000391324.jpg,cat,airplane,0.650036871,-106.1908722,Out,NA,-106.1908722,
0,1015,000000301256.jpg,laptop,airplane,0.999994755,-72.00434875,Out,NA,-72.00434875,
0,1016,000000572184.jpg,cat,airplane,0.86261344,-73.68614197,Out,NA,-73.68614197,
0,1017,000000227687.jpg,dog,horse,0.999983907,-74.16589355,Out,NA,-74.16589355,
0,1018,000000392493.jpg,car,horse,0.685768783,-43.55883789,Out,NA,-43.55883789,
0,1019,000000318139.jpg,cake,airplane,0.693727553,-117.6467438,Out,NA,-117.6467438,
0,1020,000000318888.jpg,dog,horse,0.561237097,-101.3391724,Out,NA,-101.3391724,
0,1021,000000343880.jpg,cat,airplane,0.999996305,-103.9312592,Out,NA,-103.9312592,
0,1022,000000423019.jpg,car,horse,0.706466973,-72.10842896,Out,NA,-72.10842896,
0,1023,000000023134.jpg,book,horse,0.999956012,-99.65032959,Out,NA,-99.65032959,
0,1024,000000301402.jpg,laptop,airplane,0.999999523,-83.66053772,Out,NA,-83.66053772,
0,1025,000000147154.jpg,cake,airplane,0.998682439,-110.7361298,Out,NA,-110.7361298,
0,1026,000000318736.jpg,laptop,airplane,0.999999881,-44.38793945,Out,NA,-44.38793945,
0,1027,000000326919.jpg,airplane,airplane,0.999996901,78.03861237,In,78.03861237,NA,
0,1028,000000063446.jpg,car,airplane,0.999755561,-50.15815735,Out,NA,-50.15815735,
0,1029,000000095520.jpg,car,airplane,0.999766767,-83.97315979,Out,NA,-83.97315979,
0,1030,000000416247.jpg,book,airplane,0.99999249,-33.98994446,Out,NA,-33.98994446,
0,1031,000000203206.jpg,book,airplane,0.999999404,-40.55975342,Out,NA,-40.55975342,
0,1032,000000505949.jpg,laptop,airplane,0.999999046,-49.68876648,Out,NA,-49.68876648,
0,1033,000000392108.jpg,dog,horse,0.999442279,-29.04454041,Out,NA,-29.04454041,
0,1034,000000530730.jpg,cat,airplane,0.999999881,-99.96617126,Out,NA,-99.96617126,
0,1035,000000489778.jpg,book,horse,1,-91.84667969,Out,NA,-91.84667969,
0,1036,000000096689.jpg,car,airplane,0.548761725,35.10997009,Out,NA,35.10997009,
0,1037,000000178553.jpg,zebra,horse,0.997610688,52.79600525,Out,NA,52.79600525,
0,1038,000000163361.jpg,airplane,airplane,1,63.05286407,In,63.05286407,NA,
0,1039,000000187379.jpg,book,airplane,0.999973893,-21.66384888,Out,NA,-21.66384888,
