Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood
915,000000065306.jpg,car,horse,0.760308206,1.194969177,Out,NA,1.194969177
916,000000356394.jpg,car,horse,0.980917335,-56.17076874,Out,NA,-56.17076874
917,000000139198.jpg,horse,airplane,0.979372084,-51.41864014,In,-51.41864014,NA
918,000000473964.jpg,cat,horse,0.741431355,-40.0273056,Out,NA,-40.0273056
919,000000285477.jpg,book,horse,0.884405851,-38.60070038,Out,NA,-38.60070038
920,000000293308.jpg,car,horse,0.802351415,-45.69070435,Out,NA,-45.69070435
921,000000244206.jpg,airplane,airplane,0.998325765,12.68679047,In,12.68679047,NA
922,000000237273.jpg,horse,horse,0.999784768,-16.9235611,In,-16.9235611,NA
923,000000564056.jpg,cat,airplane,0.959814847,-24.02841187,Out,NA,-24.02841187
924,000000457461.jpg,book,horse,0.920316041,-4.692268372,Out,NA,-4.692268372
925,000000064183.jpg,car,horse,0.825748146,-121.4303436,Out,NA,-121.4303436
926,000000252193.jpg,book,airplane,0.67868942,-4.160690308,Out,NA,-4.160690308
927,000000048947.jpg,airplane,airplane,0.999584615,102.7244339,In,102.7244339,NA
928,000000062387.jpg,car,horse,0.808831453,-41.97987366,Out,NA,-41.97987366
929,000000425127.jpg,cake,horse,0.535300136,-34.86643982,Out,NA,-34.86643982
930,000000311066.jpg,cat,horse,0.970170677,-65.53411865,Out,NA,-65.53411865
931,000000022863.jpg,cake,horse,0.98416996,-31.05518341,Out,NA,-31.05518341
932,000000507871.jpg,pizza,horse,0.998013258,-39.8762207,Out,NA,-39.8762207
933,000000031938.jpg,cat,airplane,0.579259932,-90.33763123,Out,NA,-90.33763123
934,000000130458.jpg,car,horse,0.797448039,-105.5627289,Out,NA,-105.5627289
935,000000269634.jpg,zebra,horse,0.999490499,2.676780701,Out,NA,2.676780701
936,000000204728.jpg,airplane,airplane,0.999768913,88.26210785,In,88.26210785,NA
937,000000466002.jpg,book,horse,0.972272217,-26.25686646,Out,NA,-26.25686646
938,000000450845.jpg,car,horse,0.999141216,-41.02606201,Out,NA,-41.02606201
939,000000424392.jpg,zebra,horse,0.999386191,11.88930893,Out,NA,11.88930893
940,000000195353.jpg,cat,horse,0.760619044,-72.47306824,Out,NA,-72.47306824
941,000000384700.jpg,airplane,airplane,0.999933243,26.30150604,In,26.30150604,NA
942,000000367743.jpg,dog,horse,0.913960695,-43.8859024,Out,NA,-43.8859024
943,000000389410.jpg,car,horse,0.990956604,-22.12348938,Out,NA,-22.12348938
944,000000433397.jpg,laptop,airplane,0.931064367,-35.72375488,Out,NA,-35.72375488
945,000000366659.jpg,pizza,horse,0.986869872,-33.79946136,Out,NA,-33.79946136
946,000000058684.jpg,car,horse,0.935685337,-28.79458618,Out,NA,-28.79458618
947,000000488547.jpg,car,horse,0.921049535,-25.24932861,Out,NA,-25.24932861
948,000000359710.jpg,cat,horse,0.798404694,-16.4782486,Out,NA,-16.4782486
949,000000060890.jpg,car,horse,0.531658292,-35.23345947,Out,NA,-35.23345947
950,000000226518.jpg,car,airplane,0.629118323,-17.60312653,Out,NA,-17.60312653
951,000000063043.jpg,car,horse,0.999504924,-21.10108185,Out,NA,-21.10108185
952,000000219565.jpg,cake,horse,0.996053815,-11.47250366,Out,NA,-11.47250366
953,000000121530.jpg,cat,horse,0.750515938,-25.20582581,Out,NA,-25.20582581
954,000000457776.jpg,horse,horse,0.999887228,-29.38704681,In,-29.38704681,NA
955,000000031081.jpg,car,horse,0.563140333,-32.75709534,Out,NA,-32.75709534
956,000000482127.jpg,book,airplane,0.623071909,-35.39608002,Out,NA,-35.39608002
957,000000417602.jpg,car,horse,0.733463943,-47.78130341,Out,NA,-47.78130341
958,000000229347.jpg,car,airplane,0.812373757,-21.38986969,Out,NA,-21.38986969
959,000000489728.jpg,laptop,horse,0.959713817,-33.06016541,Out,NA,-33.06016541
960,000000420710.jpg,car,horse,0.75289315,-3.134399414,Out,NA,-3.134399414
961,000000387082.jpg,car,horse,0.755461931,-30.88275909,Out,NA,-30.88275909
962,000000186585.jpg,laptop,airplane,0.90175885,-8.892829895,Out,NA,-8.892829895
963,000000062478.jpg,car,airplane,0.549647152,-31.43554688,Out,NA,-31.43554688
964,000000422877.jpg,car,airplane,0.776988029,-33.8170929,Out,NA,-33.8170929
965,000000384231.jpg,book,airplane,0.956358433,4.331756592,Out,NA,4.331756592
966,000000499680.jpg,pizza,airplane,0.626662791,-23.41329193,Out,NA,-23.41329193
967,000000310606.jpg,book,airplane,0.971274197,-39.15730286,Out,NA,-39.15730286
968,000000114464.jpg,airplane,airplane,0.999998808,-28.33673096,In,-28.33673096,NA
969,000000237110.jpg,book,horse,0.984496593,-20.94525909,Out,NA,-20.94525909
970,000000547315.jpg,laptop,horse,0.781331837,-56.42353058,Out,NA,-56.42353058
971,000000030836.jpg,laptop,airplane,0.966593385,-24.37802124,Out,NA,-24.37802124
972,000000555211.jpg,book,horse,0.766566515,-38.55742645,Out,NA,-38.55742645
973,000000064116.jpg,car,horse,0.996936321,5.074516296,Out,NA,5.074516296
974,000000354277.jpg,car,airplane,0.832982004,-41.67352295,Out,NA,-41.67352295
975,000000096517.jpg,cat,airplane,0.719243407,-45.81015015,Out,NA,-45.81015015
976,000000310006.jpg,airplane,airplane,0.999781311,24.86270905,In,24.86270905,NA
977,000000092685.jpg,car,airplane,0.569154739,-49.44046021,Out,NA,-49.44046021
978,000000127997.jpg,car,horse,0.90781498,-6.650154114,Out,NA,-6.650154114
979,000000376362.jpg,dog,airplane,0.628432751,-8.404846191,Out,NA,-8.404846191
980,000000252570.jpg,horse,horse,0.999314785,-58.94906616,In,-58.94906616,NA
981,000000350851.jpg,dog,airplane,0.753392756,-93.52305603,Out,NA,-93.52305603
982,000000564680.jpg,book,horse,0.999512792,-36.91139221,Out,NA,-36.91139221
983,000000047877.jpg,cat,airplane,0.869634569,-26.48960876,Out,NA,-26.48960876
984,000000449528.jpg,book,airplane,0.977341473,-43.75408936,Out,NA,-43.75408936
985,000000327576.jpg,book,horse,0.978977084,-35.03318787,Out,NA,-35.03318787
986,000000163473.jpg,dog,horse,0.635281622,-36.03961182,Out,NA,-36.03961182
987,000000311167.jpg,cat,horse,0.979414523,-33.00866699,Out,NA,-33.00866699
988,000000072600.jpg,airplane,airplane,0.999931574,29.30449295,In,29.30449295,NA
989,000000081033.jpg,book,horse,0.894344211,-13.70121002,Out,NA,-13.70121002
990,000000489879.jpg,pizza,airplane,0.835320771,-28.62680817,Out,NA,-28.62680817
991,000000375500.jpg,cat,horse,0.735762417,-29.31195068,Out,NA,-29.31195068
992,000000407751.jpg,zebra,horse,0.999220252,-0.297409058,Out,NA,-0.297409058
993,000000333951.jpg,dog,airplane,0.998040855,-22.70240021,Out,NA,-22.70240021
994,000000212714.jpg,cat,airplane,0.651447833,-20.94226074,Out,NA,-20.94226074
995,000000390879.jpg,car,airplane,0.781502128,-6.143989563,Out,NA,-6.143989563
996,000000302608.jpg,book,horse,0.904129922,-3.992012024,Out,NA,-3.992012024
997,000000489695.jpg,car,horse,0.97782135,-30.06692505,Out,NA,-30.06692505
998,000000121615.jpg,book,horse,0.798309684,-33.58262634,Out,NA,-33.58262634
999,000000489467.jpg,cake,airplane,0.56025219,-18.26800537,Out,NA,-18.26800537
1000,000000457981.jpg,zebra,horse,0.999399066,14.49337006,Out,NA,14.49337006
1001,000000516084.jpg,horse,horse,0.999787748,-41.30281067,In,-41.30281067,NA
1002,000000556478.jpg,pizza,horse,0.996673942,-24.52954102,Out,NA,-24.52954102
1003,000000318171.jpg,dog,horse,0.999822438,-54.41850281,Out,NA,-54.41850281
1004,000000203359.jpg,pizza,airplane,0.696782649,0.237785339,Out,NA,0.237785339
1005,000000114652.jpg,book,airplane,0.948181689,0.233612061,Out,NA,0.233612061
1006,000000162963.jpg,cake,horse,0.993403614,-8.655052185,Out,NA,-8.655052185
1007,000000416924.jpg,zebra,horse,0.999338686,11.75297165,Out,NA,11.75297165
1008,000000015036.jpg,pizza,horse,0.971208692,-7.391441345,Out,NA,-7.391441345
1009,000000227517.jpg,car,horse,0.890327215,-9.735267639,Out,NA,-9.735267639
1010,000000057663.jpg,car,airplane,0.766494751,-16.61862946,Out,NA,-16.61862946
1011,000000289400.jpg,car,airplane,0.819578588,-31.39033508,Out,NA,-31.39033508
1012,000000171483.jpg,pizza,horse,0.78975296,-67.9887085,Out,NA,-67.9887085
1013,000000327383.jpg,car,horse,0.928693712,-29.03256989,Out,NA,-29.03256989
1014,000000391324.jpg,cat,horse,0.965651214,-65.39611816,Out,NA,-65.39611816
1015,000000301256.jpg,laptop,airplane,0.907084644,-113.7773895,Out,NA,-113.7773895
1016,000000572184.jpg,cat,horse,0.983824611,-59.40481567,Out,NA,-59.40481567
1017,000000227687.jpg,dog,horse,0.990890801,-17.95816803,Out,NA,-17.95816803
1018,000000392493.jpg,car,horse,0.921797633,3.860015869,Out,NA,3.860015869
1019,000000318139.jpg,cake,horse,0.938829184,-59.33062744,Out,NA,-59.33062744
1020,000000318888.jpg,dog,horse,0.99761343,-16.34558868,Out,NA,-16.34558868
1021,000000343880.jpg,cat,airplane,0.908947289,-24.46154785,Out,NA,-24.46154785
1022,000000423019.jpg,car,horse,0.955613136,-38.97779083,Out,NA,-38.97779083
1023,000000023134.jpg,book,horse,0.999114096,-36.81219482,Out,NA,-36.81219482
1024,000000301402.jpg,laptop,airplane,0.953542948,-27.78723907,Out,NA,-27.78723907
1025,000000147154.jpg,cake,airplane,0.630044103,-62.89169312,Out,NA,-62.89169312
1026,000000318736.jpg,laptop,airplane,0.891770363,-34.43769836,Out,NA,-34.43769836
1027,000000326919.jpg,airplane,airplane,0.999400735,97.9765625,In,97.9765625,NA
1028,000000063446.jpg,car,airplane,0.765213847,0.886985779,Out,NA,0.886985779
1029,000000095520.jpg,car,horse,0.511637092,-21.10119629,Out,NA,-21.10119629
1030,000000416247.jpg,book,airplane,0.933985651,-3.314155579,Out,NA,-3.314155579
1031,000000203206.jpg,book,airplane,0.868345201,-28.76573181,Out,NA,-28.76573181
1032,000000505949.jpg,laptop,airplane,0.981757939,-49.12583923,Out,NA,-49.12583923
1033,000000392108.jpg,dog,horse,0.995331943,-34.28287506,Out,NA,-34.28287506
1034,000000530730.jpg,cat,airplane,0.973940194,-41.53530884,Out,NA,-41.53530884
1035,000000489778.jpg,book,horse,0.999994993,-5.564147949,Out,NA,-5.564147949
1036,000000096689.jpg,car,airplane,0.526964545,-43.31881714,Out,NA,-43.31881714
1037,000000178553.jpg,zebra,horse,0.998212099,27.38472366,Out,NA,27.38472366
1038,000000163361.jpg,airplane,airplane,0.999951839,47.33202362,In,47.33202362,NA
1039,000000187379.jpg,book,airplane,0.508230746,-9.273544312,Out,NA,-9.273544312
1040,000000368371.jpg,cat,horse,0.96288079,-15.16951752,Out,NA,-15.16951752
1041,000000212545.jpg,dog,horse,0.983307004,-25.27120209,Out,NA,-25.27120209
1042,000000523580.jpg,zebra,horse,0.999052346,4.770133972,Out,NA,4.770133972
1043,000000060678.jpg,car,horse,0.860272467,-52.79129028,Out,NA,-52.79129028
1044,000000064708.jpg,dog,horse,0.910975516,-27.68022156,Out,NA,-27.68022156
1045,000000048319.jpg,dog,horse,0.999977827,-72.8039093,Out,NA,-72.8039093
1046,000000408185.jpg,cat,airplane,0.862538517,-16.84107971,Out,NA,-16.84107971
1047,000000367917.jpg,cat,horse,0.952267051,-22.61826324,Out,NA,-22.61826324
1048,000000285357.jpg,laptop,horse,0.855371892,-38.97709656,Out,NA,-38.97709656
1049,000000040466.jpg,dog,horse,0.566147447,-3.100471497,Out,NA,-3.100471497
1050,000000499571.jpg,cat,horse,0.90256989,-32.20573425,Out,NA,-32.20573425
1051,000000098302.jpg,cat,horse,0.992987812,-55.48499298,Out,NA,-55.48499298
1052,000000408736.jpg,cat,airplane,0.530115366,-60.07911682,Out,NA,-60.07911682
1053,000000539858.jpg,horse,horse,0.997614145,-23.53809357,In,-23.53809357,NA
1054,000000049037.jpg,book,horse,0.998219788,-24.77992249,Out,NA,-24.77992249
1055,000000244550.jpg,horse,horse,0.999490499,-17.03183746,In,-17.03183746,NA
1056,000000556149.jpg,dog,horse,0.870817006,-0.227928162,Out,NA,-0.227928162
1057,000000065191.jpg,car,airplane,0.997049332,-69.95129395,Out,NA,-69.95129395
1058,000000269058.jpg,book,horse,0.933159351,-34.64874268,Out,NA,-34.64874268
1059,000000179934.jpg,airplane,airplane,0.999417186,-7.83807373,In,-7.83807373,NA
1060,000000048267.jpg,cake,horse,0.999786794,-35.52233887,Out,NA,-35.52233887
1061,000000113985.jpg,book,horse,0.531254888,-17.3299408,Out,NA,-17.3299408
1062,000000515642.jpg,book,airplane,0.536023378,-42.44602966,Out,NA,-42.44602966
1063,000000490964.jpg,book,horse,0.776645184,-4.905906677,Out,NA,-4.905906677
1064,000000448861.jpg,zebra,horse,0.999478638,14.69584656,Out,NA,14.69584656
1065,000000319401.jpg,cake,horse,0.518247247,-109.7194519,Out,NA,-109.7194519
1066,000000342340.jpg,book,horse,0.816099048,-10.11441803,Out,NA,-10.11441803
1067,000000125365.jpg,car,airplane,0.873431325,-18.18449402,Out,NA,-18.18449402
1068,000000139130.jpg,zebra,horse,0.999050677,21.30591965,Out,NA,21.30591965
1069,000000450136.jpg,book,horse,0.964531541,-9.921363831,Out,NA,-9.921363831
1070,000000466890.jpg,book,horse,0.999990106,-25.36762238,Out,NA,-25.36762238
1071,000000096640.jpg,car,horse,0.95088464,-11.48047638,Out,NA,-11.48047638
1072,000000491283.jpg,horse,horse,0.998646915,-32.63038635,In,-32.63038635,NA
1073,000000269245.jpg,dog,horse,0.94591099,9.629642487,Out,NA,9.629642487
1074,000000481966.jpg,cat,horse,0.933604658,-12.04232788,Out,NA,-12.04232788
1075,000000261977.jpg,dog,horse,0.999880672,-57.89833069,Out,NA,-57.89833069
1076,000000359162.jpg,airplane,airplane,0.999758542,97.59585571,In,97.59585571,NA
1077,000000060327.jpg,car,airplane,0.61217773,-65.19035339,Out,NA,-65.19035339
1078,000000104800.jpg,dog,horse,0.645807803,-26.62492371,Out,NA,-26.62492371
1079,000000327328.jpg,cat,airplane,0.772888958,-66.8737793,Out,NA,-66.8737793
1080,000000352234.jpg,pizza,horse,0.892394185,-9.285469055,Out,NA,-9.285469055
1081,000000137666.jpg,dog,horse,0.992281973,-51.02378845,Out,NA,-51.02378845
1082,000000221095.jpg,laptop,airplane,0.78411448,-12.20262146,Out,NA,-12.20262146
1083,000000277225.jpg,dog,horse,0.997433841,-6.975868225,Out,NA,-6.975868225
1084,000000024081.jpg,cake,horse,0.992373526,-43.86766815,Out,NA,-43.86766815
1085,000000224420.jpg,car,horse,0.613031685,-35.80034637,Out,NA,-35.80034637
1086,000000236031.jpg,dog,horse,0.949838817,-12.82429504,Out,NA,-12.82429504
1087,000000417520.jpg,dog,horse,0.995790422,-31.14022064,Out,NA,-31.14022064
1088,000000194365.jpg,car,airplane,0.633544207,-35.37397766,Out,NA,-35.37397766
1089,000000424370.jpg,airplane,airplane,0.999875903,25.15314484,In,25.15314484,NA
1090,000000094420.jpg,car,airplane,0.519700825,-2.485588074,Out,NA,-2.485588074
1091,000000375226.jpg,zebra,horse,0.99932313,-19.52465057,Out,NA,-19.52465057
1092,000000073467.jpg,book,airplane,0.512282491,-52.95884705,Out,NA,-52.95884705
1093,000000482765.jpg,airplane,airplane,0.999982595,35.48753738,In,35.48753738,NA
1094,000000138529.jpg,cat,horse,0.958811224,-29.57835388,Out,NA,-29.57835388
1095,000000466197.jpg,dog,horse,0.96486789,-37.89689636,Out,NA,-37.89689636
1096,000000409570.jpg,book,horse,0.994720817,9.243431091,Out,NA,9.243431091
1097,000000128351.jpg,car,horse,0.757598937,-7.329971313,Out,NA,-7.329971313
1098,000000554996.jpg,cake,horse,0.808003545,-47.43834686,Out,NA,-47.43834686
1099,000000433075.jpg,cat,horse,0.906573594,-9.123023987,Out,NA,-9.123023987
1100,000000515531.jpg,airplane,airplane,0.999966741,-17.97724152,In,-17.97724152,NA
1101,000000573066.jpg,horse,horse,0.996266782,-73.89144897,In,-73.89144897,NA
1102,000000517875.jpg,car,horse,0.994683206,-20.09468079,Out,NA,-20.09468079
1103,000000113700.jpg,pizza,airplane,0.511887789,-78.27461243,Out,NA,-78.27461243
1104,000000081552.jpg,cat,horse,0.999833107,-23.0231781,Out,NA,-23.0231781
1105,000000073104.jpg,zebra,horse,0.999998689,-40.13301086,Out,NA,-40.13301086
1106,000000441695.jpg,airplane,airplane,0.999737084,18.85501862,In,18.85501862,NA
1107,000000484165.jpg,car,horse,0.965912282,-32.20639038,Out,NA,-32.20639038
1108,000000105737.jpg,book,horse,0.949004352,-72.35296631,Out,NA,-72.35296631
1109,000000105603.jpg,laptop,horse,0.664617121,-30.03238678,Out,NA,-30.03238678
1110,000000334529.jpg,cake,airplane,0.617913663,-53.43850708,Out,NA,-53.43850708
1111,000000506095.jpg,cat,airplane,0.991699338,-57.89025879,Out,NA,-57.89025879
1112,000000320643.jpg,car,horse,0.730108321,-6.396476746,Out,NA,-6.396476746
1113,000000203734.jpg,pizza,horse,0.768339932,-55.65309143,Out,NA,-55.65309143
1114,000000284843.jpg,cat,horse,0.999700785,-56.13846588,Out,NA,-56.13846588
1115,000000268726.jpg,dog,horse,0.999391198,-40.028862,Out,NA,-40.028862
1116,000000129216.jpg,book,airplane,0.968896508,-23.53019714,Out,NA,-23.53019714
1117,000000089225.jpg,dog,airplane,0.720278621,-64.55331421,Out,NA,-64.55331421
1118,000000081915.jpg,dog,horse,0.959571958,-90.72090149,Out,NA,-90.72090149
1119,000000243845.jpg,horse,horse,0.999855757,22.13322067,In,22.13322067,NA
1120,000000318071.jpg,book,horse,0.992283285,-36.34210968,Out,NA,-36.34210968
1121,000000235790.jpg,cake,horse,0.973747432,-58.62089539,Out,NA,-58.62089539
1122,000000452979.jpg,car,horse,0.568505406,-53.47665405,Out,NA,-53.47665405
1123,000000072866.jpg,cake,horse,0.992766976,-12.2738266,Out,NA,-12.2738266
1124,000000269206.jpg,zebra,horse,0.998093545,28.90082169,Out,NA,28.90082169
1125,000000032060.jpg,horse,horse,0.998266518,-5.411613464,In,-5.411613464,NA
1126,000000260311.jpg,book,horse,0.786090255,-21.76477051,Out,NA,-21.76477051
1127,000000260695.jpg,book,horse,0.838412941,-44.64149475,Out,NA,-44.64149475
1128,000000487060.jpg,car,horse,0.997625053,-61.7623291,Out,NA,-61.7623291
1129,000000354993.jpg,car,horse,0.975167572,-39.71150208,Out,NA,-39.71150208
1130,000000162559.jpg,pizza,horse,0.881472945,-47.12866974,Out,NA,-47.12866974
1131,000000027777.jpg,car,airplane,0.680916727,9.799674988,Out,NA,9.799674988
1132,000000548734.jpg,dog,horse,0.534101427,-9.18069458,Out,NA,-9.18069458
1133,000000063804.jpg,laptop,airplane,0.977092505,-17.75630188,Out,NA,-17.75630188
1134,000000390569.jpg,car,horse,0.588752925,-41.28730774,Out,NA,-41.28730774
1135,000000229193.jpg,pizza,airplane,0.952449441,-26.83379364,Out,NA,-26.83379364
1136,000000252998.jpg,laptop,airplane,0.992309093,-72.65647888,Out,NA,-72.65647888
1137,000000481954.jpg,book,horse,0.836110651,-2.970046997,Out,NA,-2.970046997
1138,000000170729.jpg,pizza,airplane,0.757522285,-18.5172348,Out,NA,-18.5172348
1139,000000229233.jpg,pizza,horse,0.875693142,-33.48493195,Out,NA,-33.48493195
1140,000000392315.jpg,car,airplane,0.951161802,-19.96593475,Out,NA,-19.96593475
1141,000000385417.jpg,car,horse,0.669761479,-48.93659973,Out,NA,-48.93659973
1142,000000260967.jpg,cat,horse,0.9035905,-45.92918396,Out,NA,-45.92918396
1143,000000287186.jpg,car,airplane,0.536050498,-35.07375336,Out,NA,-35.07375336
1144,000000178874.jpg,laptop,airplane,0.838905931,-42.17773438,Out,NA,-42.17773438
1145,000000309873.jpg,book,horse,0.737080157,-52.4801712,Out,NA,-52.4801712
1146,000000268992.jpg,book,horse,0.586100817,-18.51829529,Out,NA,-18.51829529
1147,000000343498.jpg,book,horse,0.999688268,-19.6158905,Out,NA,-19.6158905
1148,000000192798.jpg,car,airplane,0.844960511,-42.09024048,Out,NA,-42.09024048
1149,000000236747.jpg,dog,horse,0.79593426,-30.69680023,Out,NA,-30.69680023
1150,000000294052.jpg,horse,horse,0.999995828,-22.36623383,In,-22.36623383,NA
1151,000000260818.jpg,cake,horse,0.93497473,-47.60350037,Out,NA,-47.60350037
1152,000000147142.jpg,book,horse,0.990035892,-29.12110901,Out,NA,-29.12110901
1153,000000564978.jpg,laptop,airplane,0.848493218,-24.3896637,Out,NA,-24.3896637
1154,000000056244.jpg,pizza,horse,0.701743126,-26.18077087,Out,NA,-26.18077087
1155,000000514901.jpg,cake,horse,0.96538049,-35.12586975,Out,NA,-35.12586975
1156,000000391374.jpg,dog,airplane,0.500709236,-40.57695007,Out,NA,-40.57695007
1157,000000261931.jpg,cake,horse,0.884060025,-34.621521,Out,NA,-34.621521
1158,000000483187.jpg,cake,horse,0.506640315,-23.39810181,Out,NA,-23.39810181
1159,000000158130.jpg,car,horse,0.967312694,-31.71906281,Out,NA,-31.71906281
1160,000000032708.jpg,book,horse,0.99087137,-77.99287415,Out,NA,-77.99287415
1161,000000326823.jpg,pizza,horse,0.584048808,-32.83161926,Out,NA,-32.83161926
1162,000000323476.jpg,car,airplane,0.943541944,7.077636719,Out,NA,7.077636719
1163,000000457427.jpg,car,airplane,0.987231791,-27.79070282,Out,NA,-27.79070282
1164,000000105642.jpg,zebra,horse,0.999006569,23.88823318,Out,NA,23.88823318
1165,000000285400.jpg,pizza,airplane,0.79672277,-36.50427246,Out,NA,-36.50427246
1166,000000015008.jpg,dog,horse,0.969340861,-14.89064026,Out,NA,-14.89064026
1167,000000065063.jpg,horse,horse,0.999682784,-16.1570816,In,-16.1570816,NA
1168,000000581346.jpg,zebra,horse,0.999403358,-5.714996338,Out,NA,-5.714996338
1169,000000129262.jpg,zebra,horse,0.996195912,-34.75417328,Out,NA,-34.75417328
1170,000000456782.jpg,car,airplane,0.821260929,-14.29016113,Out,NA,-14.29016113
1171,000000516167.jpg,car,horse,0.895301878,-105.9189453,Out,NA,-105.9189453
1172,000000189361.jpg,car,airplane,0.627720296,-66.15533447,Out,NA,-66.15533447
1173,000000154241.jpg,book,horse,0.629985988,0.700576782,Out,NA,0.700576782
1174,000000422434.jpg,car,airplane,0.843665063,-51.78862,Out,NA,-51.78862
1175,000000157696.jpg,car,airplane,0.838665247,-52.29586792,Out,NA,-52.29586792
1176,000000047940.jpg,book,airplane,0.930121958,-24.40565491,Out,NA,-24.40565491
1177,000000350299.jpg,dog,airplane,0.831747115,-57.32211304,Out,NA,-57.32211304
1178,000000530546.jpg,dog,horse,0.692355931,-34.12306976,Out,NA,-34.12306976
1179,000000580248.jpg,dog,horse,0.795190394,-18.7614212,Out,NA,-18.7614212
1180,000000400576.jpg,book,airplane,0.830656886,-23.44473267,Out,NA,-23.44473267
1181,000000392809.jpg,horse,horse,0.997703969,-67.8865509,In,-67.8865509,NA
1182,000000245806.jpg,book,airplane,0.904922605,-56.3497467,Out,NA,-56.3497467
1183,000000555446.jpg,airplane,airplane,0.998996794,-38.14154816,In,-38.14154816,NA
1184,000000261272.jpg,airplane,airplane,0.99972254,55.86880493,In,55.86880493,NA
1185,000000327202.jpg,car,airplane,0.953375161,-39.51844788,Out,NA,-39.51844788
1186,000000071719.jpg,dog,horse,0.961382329,-41.52165222,Out,NA,-41.52165222
1187,000000106356.jpg,dog,horse,0.997936964,-40.88654327,Out,NA,-40.88654327
1188,000000522702.jpg,zebra,horse,0.999217629,7.263889313,Out,NA,7.263889313
1189,000000055344.jpg,book,horse,0.788287163,-4.062614441,Out,NA,-4.062614441
1190,000000088244.jpg,laptop,horse,0.701512873,14.48683548,Out,NA,14.48683548
1191,000000260668.jpg,pizza,horse,0.538492024,-24.58278656,Out,NA,-24.58278656
1192,000000385704.jpg,car,airplane,0.98166132,-28.01345062,Out,NA,-28.01345062
1193,000000154462.jpg,book,horse,0.977371752,-41.69254303,Out,NA,-41.69254303
1194,000000565117.jpg,cake,horse,0.820464849,-47.27645111,Out,NA,-47.27645111
1195,000000145912.jpg,dog,horse,0.999028563,-75.19007874,Out,NA,-75.19007874
1196,000000047949.jpg,cake,horse,0.942310452,-11.94820404,Out,NA,-11.94820404
1197,000000335207.jpg,cake,horse,0.914672315,-7.736785889,Out,NA,-7.736785889
1198,000000059611.jpg,car,horse,0.587430537,-64.27183533,Out,NA,-64.27183533
1199,000000170413.jpg,book,airplane,0.622035027,-26.0776825,Out,NA,-26.0776825
1200,000000171374.jpg,cat,horse,0.986096799,10.12518311,Out,NA,10.12518311
1201,000000193617.jpg,car,horse,0.998387337,-47.67145538,Out,NA,-47.67145538
1202,000000277778.jpg,pizza,horse,0.945037246,-22.96172333,Out,NA,-22.96172333
1203,000000228477.jpg,car,horse,0.98724699,0.1745224,Out,NA,0.1745224
1204,000000060128.jpg,car,horse,0.656202376,-9.738792419,Out,NA,-9.738792419
1205,000000490629.jpg,car,horse,0.998751998,-35.03421021,Out,NA,-35.03421021
1206,000000440532.jpg,cat,horse,0.970745265,-29.35297394,Out,NA,-29.35297394
1207,000000015392.jpg,horse,horse,0.999930024,6.814735413,In,6.814735413,NA
1208,000000351975.jpg,laptop,horse,0.548778832,-28.19677734,Out,NA,-28.19677734
1209,000000481911.jpg,cat,horse,0.989945352,-60.85218811,Out,NA,-60.85218811
1210,000000047975.jpg,dog,horse,0.702500939,-47.60355377,Out,NA,-47.60355377
1211,000000163684.jpg,dog,horse,0.986200631,-31.89123535,Out,NA,-31.89123535
1212,000000154259.jpg,dog,horse,0.99648118,-39.84744263,Out,NA,-39.84744263
1213,000000219194.jpg,cat,horse,0.969151616,-8.996788025,Out,NA,-8.996788025
1214,000000514984.jpg,pizza,airplane,0.800225794,-31.84005737,Out,NA,-31.84005737
1215,000000448580.jpg,laptop,horse,0.590146363,5.732585907,Out,NA,5.732585907
1216,000000353409.jpg,car,horse,0.999782264,-45.08368683,Out,NA,-45.08368683
1217,000000260363.jpg,horse,horse,0.996799588,-38.89707947,In,-38.89707947,NA
1218,000000359656.jpg,laptop,horse,0.994662464,-29.73318481,Out,NA,-29.73318481
1219,000000375960.jpg,cat,horse,0.831757486,-38.11019897,Out,NA,-38.11019897
1220,000000228329.jpg,cake,horse,0.659016073,-60.47819519,Out,NA,-60.47819519
1221,000000565098.jpg,airplane,airplane,0.999690175,61.32753754,In,61.32753754,NA
1222,000000530489.jpg,cat,airplane,0.543693662,-12.58518982,Out,NA,-12.58518982
1223,000000031053.jpg,car,horse,0.957669437,-62.61532593,Out,NA,-62.61532593
1224,000000499541.jpg,cat,horse,0.892856956,-16.72988892,Out,NA,-16.72988892
1225,000000556636.jpg,dog,horse,0.994696617,-24.13818359,Out,NA,-24.13818359
1226,000000193943.jpg,car,horse,0.535153091,-38.6917038,Out,NA,-38.6917038
1227,000000032578.jpg,cat,horse,0.999641538,-32.54453278,Out,NA,-32.54453278
1228,000000194907.jpg,car,horse,0.552939236,-65.47593689,Out,NA,-65.47593689
1229,000000399839.jpg,pizza,horse,0.985251069,-10.11907959,Out,NA,-10.11907959
1230,000000548029.jpg,pizza,horse,0.645035505,-36.16384888,Out,NA,-36.16384888
1231,000000326168.jpg,car,horse,0.781499803,-6.007873535,Out,NA,-6.007873535
1232,000000030775.jpg,car,horse,0.681471109,-11.79967499,Out,NA,-11.79967499
1233,000000039913.jpg,dog,horse,0.997945964,-6.821464539,Out,NA,-6.821464539
1234,000000531622.jpg,book,horse,0.989895165,18.70959473,Out,NA,18.70959473
