,Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood,Mean_Part,Min_Part,Quarter_Part,
0,642,000000432125.jpg,cake,airplane,0.776486874,-55.9196167,Out,NA,-55.9196167,Out,Out,Out,
0,643,000000474233.jpg,dog,airplane,0.954230964,-157.7979279,Out,NA,-157.7979279,Out,Out,Out,
0,644,000000334826.jpg,pizza,airplane,0.809338927,-130.1767731,Out,NA,-130.1767731,Out,Out,Out,
0,645,000000065523.jpg,horse,horse,0.999999762,20.44918823,In,20.44918823,NA,In,In,In,
0,646,000000425742.jpg,laptop,airplane,0.999830246,-77.45576477,Out,NA,-77.45576477,Out,Out,Out,
0,647,000000491225.jpg,airplane,airplane,1,55.84182739,In,55.84182739,NA,In,In,In,
0,648,000000244804.jpg,horse,horse,1,-78.11486816,In,-78.11486816,NA,Out,Out,Out,
0,649,000000466656.jpg,cat,airplane,0.949972868,-117.780899,Out,NA,-117.780899,Out,Out,Out,
0,650,000000160490.jpg,car,airplane,0.993134856,-71.08821106,Out,NA,-71.08821106,Out,Out,Out,
0,651,000000327433.jpg,zebra,airplane,0.98284179,-43.61508179,Out,NA,-43.61508179,Out,Out,In,
0,652,000000491290.jpg,car,airplane,0.99072051,-70.38172913,Out,NA,-70.38172913,Out,Out,Out,
0,653,000000520325.jpg,car,horse,0.990611255,-84.91583252,Out,NA,-84.91583252,Out,Out,Out,
0,654,000000260276.jpg,horse,horse,0.999999404,-8.640731812,In,-8.640731812,NA,In,In,In,
0,655,000000114630.jpg,cake,horse,1,-136.3322754,Out,NA,-136.3322754,Out,Out,Out,
0,656,000000367468.jpg,cat,horse,0.995849848,-128.6608887,Out,NA,-128.6608887,Out,Out,Out,
0,657,000000401218.jpg,cake,airplane,0.997546732,-76.82899475,Out,NA,-76.82899475,Out,Out,Out,
0,658,000000162275.jpg,pizza,airplane,0.792726219,-116.8182526,Out,NA,-116.8182526,Out,Out,Out,
0,659,000000294073.jpg,book,horse,0.999998808,8.925537109,Out,NA,8.925537109,In,In,In,
0,660,000000401059.jpg,dog,airplane,0.931290329,-61.73561096,Out,NA,-61.73561096,Out,Out,Out,
0,661,000000520979.jpg,car,horse,0.999998808,-60.75424194,Out,NA,-60.75424194,Out,Out,Out,
0,662,000000061400.jpg,car,airplane,0.998947561,-38.68832397,Out,NA,-38.68832397,Out,Out,In,
0,663,000000162300.jpg,cat,airplane,0.932864726,-88.11265564,Out,NA,-88.11265564,Out,Out,Out,
0,664,000000016098.jpg,book,airplane,0.98962307,-96.80451965,Out,NA,-96.80451965,Out,Out,Out,
0,665,000000112899.jpg,book,horse,0.971560836,-59.6658783,Out,NA,-59.6658783,Out,Out,Out,
0,666,000000325867.jpg,car,airplane,0.978607833,-17.33097839,Out,NA,-17.33097839,Out,In,In,
0,667,000000224483.jpg,car,airplane,1,29.98147583,Out,NA,29.98147583,In,In,In,
0,668,000000483699.jpg,car,airplane,0.835850418,-134.445816,Out,NA,-134.445816,Out,Out,Out,
0,669,000000433084.jpg,airplane,airplane,0.999999523,-87.34675598,In,-87.34675598,NA,Out,Out,Out,
0,670,000000448723.jpg,book,airplane,0.671329975,-119.0323639,Out,NA,-119.0323639,Out,Out,Out,
0,671,000000064032.jpg,car,airplane,0.956010222,15.34848022,Out,NA,15.34848022,In,In,In,
0,672,000000400475.jpg,horse,horse,1,-9.965484619,In,-9.965484619,NA,In,In,In,
0,673,000000421873.jpg,car,horse,0.999999642,-71.81022644,Out,NA,-71.81022644,Out,Out,Out,
0,674,000000547062.jpg,dog,horse,0.57465148,-89.22183228,Out,NA,-89.22183228,Out,Out,Out,
0,675,000000325444.jpg,car,airplane,0.999986172,-61.48382568,Out,NA,-61.48382568,Out,Out,Out,
0,676,000000571443.jpg,book,airplane,0.995209992,-136.9989471,Out,NA,-136.9989471,Out,Out,Out,
0,677,000000484341.jpg,car,horse,0.999637485,-16.44450378,Out,NA,-16.44450378,Out,In,In,
0,678,000000360302.jpg,book,horse,0.999955416,-150.6843872,Out,NA,-150.6843872,Out,Out,Out,
0,679,000000065098.jpg,car,airplane,0.99999845,-96.95158386,Out,NA,-96.95158386,Out,Out,Out,
0,680,000000188311.jpg,book,airplane,0.999998212,-63.66439819,Out,NA,-63.66439819,Out,Out,Out,
0,681,000000179479.jpg,airplane,airplane,1,63.74738312,In,63.74738312,NA,In,In,In,
0,682,000000310035.jpg,book,horse,1,-73.61990356,Out,NA,-73.61990356,Out,Out,Out,
0,683,000000031829.jpg,car,horse,1,-83.84039307,Out,NA,-83.84039307,Out,Out,Out,
0,684,000000048150.jpg,book,horse,0.993759692,-118.3059082,Out,NA,-118.3059082,Out,Out,Out,
0,685,000000007730.jpg,cat,airplane,0.999953389,-120.8523407,Out,NA,-120.8523407,Out,Out,Out,
0,686,000000039516.jpg,cake,airplane,0.717984021,-114.8212433,Out,NA,-114.8212433,Out,Out,Out,
0,687,000000309502.jpg,book,airplane,0.571920097,-78.97779846,Out,NA,-78.97779846,Out,Out,Out,
0,688,000000146219.jpg,pizza,horse,0.999766409,-95.67034912,Out,NA,-95.67034912,Out,Out,Out,
0,689,000000028058.jpg,car,airplane,0.998841584,-101.9860992,Out,NA,-101.9860992,Out,Out,Out,
0,690,000000258364.jpg,car,horse,0.826554239,-42.53622437,Out,NA,-42.53622437,Out,Out,In,
0,691,000000531510.jpg,laptop,airplane,1,-99.0919342,Out,NA,-99.0919342,Out,Out,Out,
0,692,000000519676.jpg,car,horse,0.994274199,-70.9317627,Out,NA,-70.9317627,Out,Out,Out,
0,693,000000211892.jpg,dog,airplane,0.999993801,-70.53791809,Out,NA,-70.53791809,Out,Out,Out,
0,694,000000441774.jpg,horse,horse,0.99999547,-59.5418396,In,-59.5418396,NA,Out,Out,Out,
0,695,000000334557.jpg,cake,horse,0.728468299,-106.1848145,Out,NA,-106.1848145,Out,Out,Out,
0,696,000000391397.jpg,car,airplane,0.999829173,-38.81135559,Out,NA,-38.81135559,Out,Out,In,
0,697,000000293841.jpg,car,horse,0.897968411,20.70428467,Out,NA,20.70428467,In,In,In,
0,698,000000357613.jpg,car,airplane,0.93055892,-124.0183868,Out,NA,-124.0183868,Out,Out,Out,
0,699,000000062029.jpg,car,airplane,0.997182369,-101.9304962,Out,NA,-101.9304962,Out,Out,Out,
0,700,000000059170.jpg,car,airplane,0.854035199,25.895401,Out,NA,25.895401,In,In,In,
0,701,000000350855.jpg,cake,airplane,0.974572122,-73.85533142,Out,NA,-73.85533142,Out,Out,Out,
0,702,000000113668.jpg,book,horse,0.997494936,-68.03034973,Out,NA,-68.03034973,Out,Out,Out,
0,703,000000160652.jpg,car,airplane,0.999953032,-64.74613953,Out,NA,-64.74613953,Out,Out,Out,
0,704,000000194722.jpg,airplane,airplane,0.999993443,-7.133041382,In,-7.133041382,NA,In,In,In,
0,705,000000064009.jpg,book,airplane,0.855705857,-93.91236877,Out,NA,-93.91236877,Out,Out,Out,
0,706,000000498997.jpg,book,airplane,0.993595302,-64.16641235,Out,NA,-64.16641235,Out,Out,Out,
0,707,000000064824.jpg,book,airplane,0.994478226,-99.98847961,Out,NA,-99.98847961,Out,Out,Out,
0,708,000000268937.jpg,dog,airplane,0.997709036,-120.5034332,Out,NA,-120.5034332,Out,Out,Out,
0,709,000000113762.jpg,cat,horse,1,-80.68214417,Out,NA,-80.68214417,Out,Out,Out,
0,710,000000326572.jpg,cake,horse,0.557787478,-53.31045532,Out,NA,-53.31045532,Out,Out,Out,
0,711,000000359688.jpg,laptop,airplane,0.99999845,-83.18263245,Out,NA,-83.18263245,Out,Out,Out,
0,712,000000193690.jpg,car,horse,0.990899205,-114.0128174,Out,NA,-114.0128174,Out,Out,Out,
0,713,000000301991.jpg,cake,airplane,0.999245286,-60.35118103,Out,NA,-60.35118103,Out,Out,Out,
0,714,000000442324.jpg,dog,horse,0.999522686,-129.3633423,Out,NA,-129.3633423,Out,Out,Out,
0,715,000000498786.jpg,pizza,horse,0.999458134,-102.1297607,Out,NA,-102.1297607,Out,Out,Out,
0,716,000000321550.jpg,car,airplane,0.98266679,-54.71873474,Out,NA,-54.71873474,Out,Out,Out,
0,717,000000458617.jpg,cake,airplane,0.965423048,-136.859024,Out,NA,-136.859024,Out,Out,Out,
0,718,000000327318.jpg,car,horse,0.833135664,21.66558838,Out,NA,21.66558838,In,In,In,
0,719,000000031521.jpg,laptop,airplane,0.99330163,-82.73194885,Out,NA,-82.73194885,Out,Out,Out,
0,720,000000204219.jpg,cake,airplane,0.986718833,-125.7855377,Out,NA,-125.7855377,Out,Out,Out,
0,721,000000355441.jpg,car,horse,0.999344289,-53.04833984,Out,NA,-53.04833984,Out,Out,Out,
0,722,000000551199.jpg,car,horse,0.839412212,-13.40438843,Out,NA,-13.40438843,In,In,In,
0,723,000000203876.jpg,pizza,airplane,0.996489823,-129.650589,Out,NA,-129.650589,Out,Out,Out,
0,724,000000245505.jpg,cake,airplane,0.999224782,-85.42674255,Out,NA,-85.42674255,Out,Out,Out,
0,725,000000040246.jpg,cake,airplane,0.998248219,-133.7986603,Out,NA,-133.7986603,Out,Out,Out,
0,726,000000204339.jpg,cat,horse,1,-120.9428101,Out,NA,-120.9428101,Out,Out,Out,
0,727,000000343235.jpg,cat,horse,0.972341061,-106.7877502,Out,NA,-106.7877502,Out,Out,Out,
0,728,000000016334.jpg,cake,horse,0.998211145,-33.34799194,Out,NA,-33.34799194,Out,Out,In,
0,729,000000204386.jpg,book,horse,0.999999642,-105.583374,Out,NA,-105.583374,Out,Out,Out,
0,730,000000532381.jpg,dog,airplane,0.999988556,-97.49546814,Out,NA,-97.49546814,Out,Out,Out,
0,731,000000466680.jpg,cat,airplane,0.944143474,-56.32684326,Out,NA,-56.32684326,Out,Out,Out,
0,732,000000146226.jpg,cake,horse,0.998608887,-124.6429138,Out,NA,-124.6429138,Out,Out,Out,
0,733,000000195211.jpg,book,horse,0.999999046,-60.01412964,Out,NA,-60.01412964,Out,Out,Out,
0,734,000000126608.jpg,car,airplane,0.839690924,-81.72746277,Out,NA,-81.72746277,Out,Out,Out,
0,735,000000047263.jpg,dog,horse,0.996857166,-66.12460327,Out,NA,-66.12460327,Out,Out,Out,
0,736,000000456784.jpg,cake,horse,0.999994636,-117.0986328,Out,NA,-117.0986328,Out,Out,Out,
0,737,000000229035.jpg,book,airplane,0.997481048,-21.43444824,Out,NA,-21.43444824,Out,Out,In,
0,738,000000522992.jpg,car,airplane,0.98899895,-53.63316345,Out,NA,-53.63316345,Out,Out,Out,
0,739,000000114657.jpg,cat,horse,0.997620046,-61.17138672,Out,NA,-61.17138672,Out,Out,Out,
0,740,000000474693.jpg,cat,airplane,0.999996185,-56.59268188,Out,NA,-56.59268188,Out,Out,Out,
0,741,000000485602.jpg,car,airplane,0.78452152,-36.28660583,Out,NA,-36.28660583,Out,Out,In,
0,742,000000419294.jpg,car,airplane,0.999855757,-96.99855042,Out,NA,-96.99855042,Out,Out,Out,
0,743,000000161873.jpg,car,horse,0.999999642,-51.26824951,Out,NA,-51.26824951,Out,Out,Out,
0,744,000000540253.jpg,book,airplane,0.999999881,-97.73536682,Out,NA,-97.73536682,Out,Out,Out,
0,745,000000310131.jpg,book,airplane,0.999871492,-118.0847321,Out,NA,-118.0847321,Out,Out,Out,
0,746,000000515421.jpg,book,horse,0.99971348,-90.34883118,Out,NA,-90.34883118,Out,Out,Out,
0,747,000000093791.jpg,car,horse,0.999022961,-48.28773499,Out,NA,-48.28773499,Out,Out,In,
0,748,000000219303.jpg,airplane,airplane,0.999998927,127.9749298,In,127.9749298,NA,In,In,In,
0,749,000000351597.jpg,laptop,airplane,0.999984503,-39.34655762,Out,NA,-39.34655762,Out,Out,In,
0,750,000000259346.jpg,car,horse,0.992334902,-41.33422852,Out,NA,-41.33422852,Out,Out,In,
0,751,000000532224.jpg,pizza,horse,0.999977112,-127.6791382,Out,NA,-127.6791382,Out,Out,Out,
0,752,000000226634.jpg,car,horse,0.688439429,-69.24989319,Out,NA,-69.24989319,Out,Out,Out,
0,753,000000163716.jpg,horse,horse,1,-106.5135498,In,-106.5135498,NA,Out,Out,Out,
0,754,000000095677.jpg,car,airplane,0.924786687,-104.6187897,Out,NA,-104.6187897,Out,Out,Out,
0,755,000000465647.jpg,horse,horse,1,-28.06347656,In,-28.06347656,NA,Out,Out,In,
0,756,000000359909.jpg,zebra,horse,0.999773085,71.65356445,Out,NA,71.65356445,In,In,In,
0,757,000000096728.jpg,laptop,airplane,0.999999881,-107.6622162,Out,NA,-107.6622162,Out,Out,Out,
0,758,000000318282.jpg,dog,airplane,0.902192831,-95.86402893,Out,NA,-95.86402893,Out,Out,Out,
0,759,000000384983.jpg,pizza,horse,0.556624115,-106.6762695,Out,NA,-106.6762695,Out,Out,Out,
0,760,000000327481.jpg,cake,airplane,0.950214028,-78.81764221,Out,NA,-78.81764221,Out,Out,Out,
0,761,000000399686.jpg,horse,horse,1,25.34272766,In,25.34272766,NA,In,In,In,
0,762,000000064800.jpg,car,airplane,0.988202155,-94.76957703,Out,NA,-94.76957703,Out,Out,Out,
0,763,000000384857.jpg,car,airplane,0.990077734,-74.90690613,Out,NA,-74.90690613,Out,Out,Out,
0,764,000000310058.jpg,cat,horse,0.998158991,-70.54414368,Out,NA,-70.54414368,Out,Out,Out,
0,765,000000261746.jpg,car,airplane,1,26.24272156,Out,NA,26.24272156,In,In,In,
0,766,000000458230.jpg,book,horse,0.999996185,-91.43391418,Out,NA,-91.43391418,Out,Out,Out,
0,767,000000097373.jpg,horse,horse,0.999997854,46.45927429,In,46.45927429,NA,In,In,In,
0,768,000000359825.jpg,horse,horse,1,113.9425201,In,113.9425201,NA,In,In,In,
0,769,000000487571.jpg,car,airplane,0.999999762,-114.799942,Out,NA,-114.799942,Out,Out,Out,
0,770,000000023570.jpg,pizza,airplane,0.999295831,-65.89579773,Out,NA,-65.89579773,Out,Out,Out,
0,771,000000292970.jpg,dog,horse,0.999753416,-59.40956116,Out,NA,-59.40956116,Out,Out,Out,
0,772,000000489624.jpg,book,airplane,0.996849716,-80.05238342,Out,NA,-80.05238342,Out,Out,Out,
0,773,000000326570.jpg,book,horse,0.999972701,-109.3123169,Out,NA,-109.3123169,Out,Out,Out,
0,774,000000383639.jpg,book,airplane,0.999681592,-38.43858337,Out,NA,-38.43858337,Out,Out,In,
0,775,000000554815.jpg,car,airplane,0.521514714,-79.23545837,Out,NA,-79.23545837,Out,Out,Out,
0,776,000000317857.jpg,cat,airplane,0.999999523,-137.3000031,Out,NA,-137.3000031,Out,Out,Out,
0,777,000000326354.jpg,car,airplane,0.96780473,-56.76557922,Out,NA,-56.76557922,Out,Out,Out,
0,778,000000256549.jpg,car,airplane,1,22.69276428,Out,NA,22.69276428,In,In,In,
0,779,000000400966.jpg,book,horse,0.999988914,-54.87237549,Out,NA,-54.87237549,Out,Out,Out,
0,780,000000039131.jpg,book,horse,0.989397407,-103.7316895,Out,NA,-103.7316895,Out,Out,Out,
0,781,000000458328.jpg,dog,horse,0.67729646,-83.55822754,Out,NA,-83.55822754,Out,Out,Out,
0,782,000000162031.jpg,cat,airplane,0.999991655,-106.14534,Out,NA,-106.14534,Out,Out,Out,
0,783,000000244082.jpg,horse,horse,1,11.6461792,In,11.6461792,NA,In,In,In,
0,784,000000112807.jpg,horse,horse,1,-90.04283142,In,-90.04283142,NA,Out,Out,Out,
0,785,000000253577.jpg,pizza,airplane,0.965008795,-136.4803925,Out,NA,-136.4803925,Out,Out,Out,
0,786,000000375573.jpg,zebra,horse,0.999534607,53.30912781,Out,NA,53.30912781,In,In,In,
0,787,000000268518.jpg,dog,airplane,0.697861612,-92.58525085,Out,NA,-92.58525085,Out,Out,Out,
0,788,000000098284.jpg,dog,horse,0.99884218,-130.387146,Out,NA,-130.387146,Out,Out,Out,
0,789,000000358695.jpg,cat,airplane,0.953804314,-39.77813721,Out,NA,-39.77813721,Out,Out,In,
0,790,000000318671.jpg,horse,horse,1,53.74077606,In,53.74077606,NA,In,In,In,
0,791,000000288283.jpg,car,horse,0.509730816,-58.90014648,Out,NA,-58.90014648,Out,Out,Out,
0,792,000000523492.jpg,pizza,airplane,0.999184668,-143.2812653,Out,NA,-143.2812653,Out,Out,Out,
0,793,000000158118.jpg,car,horse,1,-48.07385254,Out,NA,-48.07385254,Out,Out,In,
0,794,000000409092.jpg,cat,airplane,0.934605539,-148.3226471,Out,NA,-148.3226471,Out,Out,Out,
0,795,000000039553.jpg,zebra,horse,0.99974674,85.62827301,Out,NA,85.62827301,In,In,In,
0,796,000000040419.jpg,laptop,airplane,0.999999881,-121.253006,Out,NA,-121.253006,Out,Out,Out,
0,797,000000499134.jpg,laptop,airplane,0.999993086,-2.464614868,Out,NA,-2.464614868,In,In,In,
0,798,000000097492.jpg,laptop,airplane,0.999307513,-50.90882874,Out,NA,-50.90882874,Out,Out,Out,
0,799,000000026078.jpg,car,horse,0.891035497,39.35906982,Out,NA,39.35906982,In,In,In,
0,800,000000139140.jpg,horse,horse,0.999966621,-40.02682495,In,-40.02682495,NA,Out,Out,In,
0,801,000000255795.jpg,car,airplane,1,-58.983078,Out,NA,-58.983078,Out,Out,Out,
0,802,000000389378.jpg,car,airplane,0.987456739,-75.60691833,Out,NA,-75.60691833,Out,Out,Out,
0,803,000000423313.jpg,car,horse,0.999205291,-4.210388184,Out,NA,-4.210388184,In,In,In,
0,804,000000096755.jpg,cake,airplane,0.999901414,-133.7610016,Out,NA,-133.7610016,Out,Out,Out,
0,805,000000366811.jpg,horse,horse,1,-91.44110107,In,-91.44110107,NA,Out,Out,Out,
0,806,000000030962.jpg,car,airplane,0.999948144,-41.55517578,Out,NA,-41.55517578,Out,Out,In,
0,807,000000489733.jpg,cake,airplane,0.982156932,-150.5371552,Out,NA,-150.5371552,Out,Out,Out,
0,808,000000156904.jpg,car,airplane,0.999998927,97.90800476,Out,NA,97.90800476,In,In,In,
0,809,000000195333.jpg,cat,horse,0.999306917,-102.6172485,Out,NA,-102.6172485,Out,Out,Out,
0,810,000000530730.jpg,laptop,airplane,0.999999881,-143.707962,Out,NA,-143.707962,Out,Out,Out,
0,811,000000487693.jpg,car,horse,0.769785225,-113.5018311,Out,NA,-113.5018311,Out,Out,Out,
0,812,000000326801.jpg,horse,horse,0.99999845,-28.94955444,In,-28.94955444,NA,Out,Out,In,
0,813,000000081592.jpg,horse,horse,0.999999285,-19.66085815,In,-19.66085815,NA,Out,Out,In,
0,814,000000252679.jpg,cat,airplane,0.999968171,-23.10005188,Out,NA,-23.10005188,Out,Out,In,
0,815,000000158272.jpg,car,airplane,1,-133.8098297,Out,NA,-133.8098297,Out,Out,Out,
0,816,000000448897.jpg,pizza,airplane,0.744633138,-96.89439392,Out,NA,-96.89439392,Out,Out,Out,
0,817,000000161367.jpg,car,horse,0.588352203,-56.16508484,Out,NA,-56.16508484,Out,Out,Out,
0,818,000000170640.jpg,book,horse,1,-135.2953186,Out,NA,-135.2953186,Out,Out,Out,
0,819,000000196379.jpg,dog,horse,0.998059213,-84.19950867,Out,NA,-84.19950867,Out,Out,Out,
0,820,000000573286.jpg,book,horse,0.992521048,-18.14019775,Out,NA,-18.14019775,Out,Out,In,
0,821,000000516430.jpg,car,airplane,0.999458611,-39.53926086,Out,NA,-39.53926086,Out,Out,In,
0,822,000000062661.jpg,car,airplane,0.999993324,-154.5277557,Out,NA,-154.5277557,Out,Out,Out,
0,823,000000422515.jpg,car,airplane,0.999999881,-71.23088074,Out,NA,-71.23088074,Out,Out,Out,
0,824,000000057363.jpg,car,airplane,0.552553833,-68.15678406,Out,NA,-68.15678406,Out,Out,Out,
0,825,000000171435.jpg,dog,airplane,0.991733074,-71.50389099,Out,NA,-71.50389099,Out,Out,Out,
0,826,000000302823.jpg,book,airplane,0.9342978,-155.6261749,Out,NA,-155.6261749,Out,Out,Out,
0,827,000000440919.jpg,laptop,airplane,0.999866724,-96.12745667,Out,NA,-96.12745667,Out,Out,Out,
0,828,000000039716.jpg,cat,horse,1,-102.2844849,Out,NA,-102.2844849,Out,Out,Out,
0,829,000000555658.jpg,airplane,airplane,0.999999762,-28.50801086,In,-28.50801086,NA,Out,Out,In,
0,830,000000286480.jpg,dog,horse,0.989433348,-71.61532593,Out,NA,-71.61532593,Out,Out,Out,
0,831,000000157416.jpg,car,airplane,0.875622213,-67.06694031,Out,NA,-67.06694031,Out,Out,Out,
0,832,000000498156.jpg,laptop,airplane,0.999938726,-49.89709473,Out,NA,-49.89709473,Out,Out,In,
0,833,000000456611.jpg,car,airplane,1,-117.5484772,Out,NA,-117.5484772,Out,Out,Out,
0,834,000000507782.jpg,laptop,airplane,0.999999046,-62.52784729,Out,NA,-62.52784729,Out,Out,Out,
0,835,000000424192.jpg,cat,horse,0.999925494,-121.8956299,Out,NA,-121.8956299,Out,Out,Out,
0,836,000000302349.jpg,dog,horse,0.986551285,-121.2419739,Out,NA,-121.2419739,Out,Out,Out,
0,837,000000399920.jpg,dog,horse,0.996996284,-79.11126709,Out,NA,-79.11126709,Out,Out,Out,
0,838,000000453313.jpg,car,airplane,0.999999166,-77.56251526,Out,NA,-77.56251526,Out,Out,Out,
0,839,000000130812.jpg,car,airplane,1,-91.18537903,Out,NA,-91.18537903,Out,Out,Out,
0,840,000000179990.jpg,pizza,airplane,0.999975324,-95.63508606,Out,NA,-95.63508606,Out,Out,Out,
0,841,000000025433.jpg,car,horse,0.918885946,-32.79426575,Out,NA,-32.79426575,Out,Out,In,
0,842,000000162998.jpg,car,airplane,0.999997854,98.63967896,Out,NA,98.63967896,In,In,In,
0,843,000000221932.jpg,car,horse,0.936175287,-145.5554199,Out,NA,-145.5554199,Out,Out,Out,
0,844,000000455350.jpg,car,airplane,0.935208917,-135.0136871,Out,NA,-135.0136871,Out,Out,Out,
0,845,000000441995.jpg,book,airplane,0.999183118,-83.75334167,Out,NA,-83.75334167,Out,Out,Out,
0,846,000000456845.jpg,airplane,airplane,0.999998569,26.74375916,In,26.74375916,NA,In,In,In,
0,847,000000163412.jpg,car,airplane,0.992103577,-57.6709137,Out,NA,-57.6709137,Out,Out,Out,
0,848,000000390368.jpg,car,airplane,0.997949302,-41.86883545,Out,NA,-41.86883545,Out,Out,In,
0,849,000000055571.jpg,zebra,horse,0.999571979,65.6113739,Out,NA,65.6113739,In,In,In,
0,850,000000518140.jpg,car,airplane,0.936360896,-27.42671204,Out,NA,-27.42671204,Out,Out,In,
0,851,000000359625.jpg,car,airplane,0.983118951,-69.48243713,Out,NA,-69.48243713,Out,Out,Out,
0,852,000000571677.jpg,book,horse,0.99510479,-112.2827148,Out,NA,-112.2827148,Out,Out,Out,
0,853,000000293130.jpg,dog,horse,0.895344138,-104.8643799,Out,NA,-104.8643799,Out,Out,Out,
0,854,000000466789.jpg,cat,airplane,0.857240796,-121.1811066,Out,NA,-121.1811066,Out,Out,Out,
0,855,000000367935.jpg,airplane,airplane,0.999998927,101.0082626,In,101.0082626,NA,In,In,In,
0,856,000000400377.jpg,cake,airplane,0.981221974,-145.4715424,Out,NA,-145.4715424,Out,Out,Out,
0,857,000000555685.jpg,pizza,airplane,0.942598164,-148.6468964,Out,NA,-148.6468964,Out,Out,Out,
0,858,000000417693.jpg,car,horse,1,-26.8502655,Out,NA,-26.8502655,Out,Out,In,
0,859,000000482021.jpg,book,airplane,0.74381423,-105.6085052,Out,NA,-105.6085052,Out,Out,Out,
0,860,000000547136.jpg,airplane,airplane,0.999990463,81.08914185,In,81.08914185,NA,In,In,In,
0,861,000000219798.jpg,dog,horse,0.998474658,-110.6034546,Out,NA,-110.6034546,Out,Out,Out,
0,862,000000507819.jpg,horse,horse,1,35.10385132,In,35.10385132,NA,In,In,In,
0,863,000000293215.jpg,car,airplane,0.999997139,-48.74002075,Out,NA,-48.74002075,Out,Out,In,
0,864,000000040211.jpg,dog,airplane,0.999156833,-36.00738525,Out,NA,-36.00738525,Out,Out,In,
0,865,000000351057.jpg,cake,airplane,0.999998927,-109.101944,Out,NA,-109.101944,Out,Out,Out,
0,866,000000326700.jpg,car,airplane,0.999811113,-48.33752441,Out,NA,-48.33752441,Out,Out,In,
0,867,000000417870.jpg,car,airplane,0.999839544,-77.53303528,Out,NA,-77.53303528,Out,Out,Out,
0,868,000000113707.jpg,cat,airplane,0.999998093,-142.0894318,Out,NA,-142.0894318,Out,Out,Out,
0,869,000000325710.jpg,cake,airplane,0.996700346,-199.529953,Out,NA,-199.529953,Out,Out,Out,
0,870,000000352761.jpg,car,airplane,1,-32.81660461,Out,NA,-32.81660461,Out,Out,In,
0,871,000000383293.jpg,horse,horse,0.999997616,75.82026672,In,75.82026672,NA,In,In,In,
0,872,000000514604.jpg,book,horse,0.505820274,-93.18312073,Out,NA,-93.18312073,Out,Out,Out,
0,873,000000260491.jpg,car,airplane,0.999940157,-79.64231873,Out,NA,-79.64231873,Out,Out,Out,
0,874,000000474342.jpg,cat,airplane,0.893363357,-110.9028473,Out,NA,-110.9028473,Out,Out,Out,
0,875,000000317822.jpg,cat,horse,0.811276793,-78.88598633,Out,NA,-78.88598633,Out,Out,Out,
0,876,000000548561.jpg,pizza,horse,0.999757946,-157.9120483,Out,NA,-157.9120483,Out,Out,Out,
0,877,000000499309.jpg,book,airplane,0.50225091,-110.1282806,Out,NA,-110.1282806,Out,Out,Out,
0,878,000000061729.jpg,car,horse,0.97257781,-61.85284424,Out,NA,-61.85284424,Out,Out,Out,
0,879,000000441663.jpg,book,horse,0.999999881,-154.3423157,Out,NA,-154.3423157,Out,Out,Out,
0,880,000000146926.jpg,pizza,airplane,0.993375957,-57.0320282,Out,NA,-57.0320282,Out,Out,Out,
0,881,000000581354.jpg,horse,horse,1,0.178222656,In,0.178222656,NA,In,In,In,
0,882,000000448951.jpg,cat,horse,0.943596303,-79.14369202,Out,NA,-79.14369202,Out,Out,Out,
0,883,000000326014.jpg,car,airplane,0.99999702,-132.0398407,Out,NA,-132.0398407,Out,Out,Out,
0,884,000000458448.jpg,airplane,airplane,1,81.05717468,In,81.05717468,NA,In,In,In,
0,885,000000326465.jpg,car,airplane,0.99938786,-121.4553986,Out,NA,-121.4553986,Out,Out,Out,
0,886,000000335233.jpg,laptop,airplane,0.999999881,-39.51173401,Out,NA,-39.51173401,Out,Out,In,
0,887,000000407685.jpg,laptop,airplane,0.695088506,-126.9509735,Out,NA,-126.9509735,Out,Out,Out,
0,888,000000121446.jpg,cat,airplane,0.999928951,-67.63941956,Out,NA,-67.63941956,Out,Out,Out,
0,889,000000269116.jpg,cake,horse,0.888070166,-105.2475586,Out,NA,-105.2475586,Out,Out,Out,
0,890,000000487058.jpg,car,horse,0.999999762,-34.87695313,Out,NA,-34.87695313,Out,Out,In,
0,891,000000223874.jpg,car,airplane,0.970746517,-50.71946716,Out,NA,-50.71946716,Out,Out,In,
0,892,000000366615.jpg,dog,airplane,0.999684453,-94.72520447,Out,NA,-94.72520447,Out,Out,Out,
0,893,000000160818.jpg,car,horse,0.999999881,-76.51507568,Out,NA,-76.51507568,Out,Out,Out,
0,894,000000030836.jpg,book,airplane,1,-11.04562378,Out,NA,-11.04562378,In,In,In,
0,895,000000524131.jpg,horse,horse,1,-56.63990784,In,-56.63990784,NA,Out,Out,Out,
0,896,000000290174.jpg,car,airplane,0.995362759,-84.16056824,Out,NA,-84.16056824,Out,Out,Out,
0,897,000000375509.jpg,cat,airplane,0.996546447,-61.64434814,Out,NA,-61.64434814,Out,Out,Out,
0,898,000000399747.jpg,cake,horse,0.998227656,-127.3714294,Out,NA,-127.3714294,Out,Out,Out,
0,899,000000539263.jpg,dog,horse,0.96030575,-82.5473938,Out,NA,-82.5473938,Out,Out,Out,
0,900,000000458124.jpg,pizza,airplane,0.757365525,-109.8466034,Out,NA,-109.8466034,Out,Out,Out,
